Id	X	Y	Z
6031	743145.2000	9884505.1000	-30.4342
6032	743171.2000	9884505.1000	-31.3050
6033	743197.2000	9884505.1000	-32.1136
6034	743223.2000	9884505.1000	-33.1305
6035	743249.2000	9884505.1000	-33.6745
6036	743275.2000	9884505.1000	-34.3075
6037	743301.2000	9884505.1000	-34.6624
6038	743327.2000	9884505.1000	-34.9354
6039	743353.2000	9884505.1000	-35.5133
6040	743379.2000	9884505.1000	-36.2803
6041	743405.2000	9884505.1000	-36.6610
6042	743431.2000	9884505.1000	-37.4767
6043	743457.2000	9884505.1000	-37.7681
6044	743483.2000	9884505.1000	-37.8482
6045	743509.2000	9884505.1000	-37.9926
6046	743535.2000	9884505.1000	-38.2826
6047	743561.2000	9884505.1000	-38.8752
6048	743587.2000	9884505.1000	-39.1629
6049	743613.2000	9884505.1000	-39.2089
6050	743639.2000	9884505.1000	-39.3485
6051	743665.2000	9884505.1000	-39.4377
6052	743691.2000	9884505.1000	-39.4201
6053	743717.2000	9884505.1000	-39.4824
6054	743743.2000	9884505.1000	-39.1268
6055	743769.2000	9884505.1000	-38.1688
6056	743795.2000	9884505.1000	-35.3092
6057	743821.2000	9884505.1000	-32.8230
6058	743847.2000	9884505.1000	-29.2460
6059	743873.2000	9884505.1000	-25.9217
6060	743899.2000	9884505.1000	-22.6202
6061	743925.2000	9884505.1000	-19.5078
6062	743951.2000	9884505.1000	-18.5947
6063	743977.2000	9884505.1000	-18.3607
6064	744003.2000	9884505.1000	-19.1579
6065	744029.2000	9884505.1000	-19.5961
6066	744055.2000	9884505.1000	-20.3038
6067	744081.2000	9884505.1000	-21.3662
6068	744107.2000	9884505.1000	-20.3915
6069	744133.2000	9884505.1000	-20.4877
6070	744159.2000	9884505.1000	-22.2165
6071	744185.2000	9884505.1000	-22.7862
6072	744211.2000	9884505.1000	-22.7807
6073	744237.2000	9884505.1000	-22.3988
6074	744263.2000	9884505.1000	-21.3433
6075	744289.2000	9884505.1000	-21.3493
6076	744315.2000	9884505.1000	-21.4948
6077	744341.2000	9884505.1000	-21.4177
6078	744367.2000	9884505.1000	-21.2747
6079	744393.2000	9884505.1000	-20.3406
6080	744419.2000	9884505.1000	-19.4117
6081	744445.2000	9884505.1000	-17.5029
6082	744471.2000	9884505.1000	-16.1480
6083	744497.2000	9884505.1000	-15.4016
6084	744523.2000	9884505.1000	-16.7875
6085	744549.2000	9884505.1000	-18.4533
6086	744575.2000	9884505.1000	-21.0235
6087	744601.2000	9884505.1000	-22.5601
6088	744627.2000	9884505.1000	-23.5771
6089	744653.2000	9884505.1000	-24.5277
6090	744679.2000	9884505.1000	-25.2470
6091	744705.2000	9884505.1000	-27.0000
6092	744731.2000	9884505.1000	-28.3449
6093	744757.2000	9884505.1000	-30.1282
6094	744783.2000	9884505.1000	-31.4050
6095	744809.2000	9884505.1000	-31.4823
6096	744835.2000	9884505.1000	-31.7628
6097	744861.2000	9884505.1000	-31.7878
6098	744887.2000	9884505.1000	-31.4196
6099	744913.2000	9884505.1000	-30.8168
6100	744939.2000	9884505.1000	-28.8564
6101	744965.2000	9884505.1000	-28.4730
6102	744991.2000	9884505.1000	-27.3883
6103	745017.2000	9884505.1000	-25.9400
6104	745043.2000	9884505.1000	-25.3866
6105	745069.2000	9884505.1000	-23.8841
6106	745095.2000	9884505.1000	-22.4010
6107	745121.2000	9884505.1000	-21.8802
6108	745147.2000	9884505.1000	-21.8490
6109	745173.2000	9884505.1000	-22.5703
6110	745199.2000	9884505.1000	-23.6523
6111	745225.2000	9884505.1000	-24.7488
6112	745251.2000	9884505.1000	-25.0234
6113	745277.2000	9884505.1000	-25.3682
6114	745303.2000	9884505.1000	-25.3436
6115	745329.2000	9884505.1000	-24.6118
6116	745355.2000	9884505.1000	-24.0611
6117	745381.2000	9884505.1000	-23.8453
6118	745407.2000	9884505.1000	-22.6975
6119	745433.2000	9884505.1000	-22.2185
6120	745459.2000	9884505.1000	-21.7920
6121	745485.2000	9884505.1000	-21.6549
6122	745511.2000	9884505.1000	-21.6604
6123	745537.2000	9884505.1000	-21.5432
6124	745563.2000	9884505.1000	-21.6612
6125	745589.2000	9884505.1000	-20.7861
6126	745615.2000	9884505.1000	-19.4110
6127	745641.2000	9884505.1000	-18.6264
6128	745667.2000	9884505.1000	-17.9354
6129	745693.2000	9884505.1000	-17.9804
6130	745719.2000	9884505.1000	-18.5218
6131	745745.2000	9884505.1000	-18.9087
6132	745771.2000	9884505.1000	-19.6374
6133	745797.2000	9884505.1000	-19.8607
6134	745823.2000	9884505.1000	-19.3318
6135	745849.2000	9884505.1000	-18.6262
6136	745875.2000	9884505.1000	-18.2381
6137	745901.2000	9884505.1000	-16.9275
6138	745927.2000	9884505.1000	-15.6806
6139	745953.2000	9884505.1000	-14.8732
6140	745979.2000	9884505.1000	-14.6257
6141	746005.2000	9884505.1000	-14.7027
6142	746031.2000	9884505.1000	-14.7584
6143	746057.2000	9884505.1000	-14.9178
6144	746083.2000	9884505.1000	-14.8920
6145	746109.2000	9884505.1000	-14.5814
6146	746135.2000	9884505.1000	-14.4584
6147	746161.2000	9884505.1000	-14.4420
6148	746187.2000	9884505.1000	-14.5348
6149	746213.2000	9884505.1000	-14.7771
6150	746239.2000	9884505.1000	-14.8454
6151	746265.2000	9884505.1000	-14.8772
6152	742469.2000	9884479.1000	-26.1978
6153	742495.2000	9884479.1000	-26.3191
6154	742521.2000	9884479.1000	-27.2199
6155	742547.2000	9884479.1000	-27.4568
6156	742573.2000	9884479.1000	-27.9462
6157	742599.2000	9884479.1000	-28.0014
6158	742625.2000	9884479.1000	-27.5612
6159	742651.2000	9884479.1000	-27.3455
6160	742677.2000	9884479.1000	-28.3906
6161	742703.2000	9884479.1000	-25.1466
6162	742729.2000	9884479.1000	-24.6444
6163	742755.2000	9884479.1000	-23.2372
6164	742781.2000	9884479.1000	-23.0346
6165	742807.2000	9884479.1000	-22.8814
6166	742833.2000	9884479.1000	-22.7592
6167	742859.2000	9884479.1000	-22.5180
6168	742885.2000	9884479.1000	-22.4875
6169	742911.2000	9884479.1000	-22.5060
6170	742937.2000	9884479.1000	-22.6445
6171	742963.2000	9884479.1000	-22.8770
6172	742989.2000	9884479.1000	-23.0717
6173	743015.2000	9884479.1000	-23.6107
6174	743041.2000	9884479.1000	-24.0269
6175	743067.2000	9884479.1000	-25.6147
6176	743093.2000	9884479.1000	-27.3751
6177	743119.2000	9884479.1000	-28.8544
6178	743145.2000	9884479.1000	-30.4518
6179	743171.2000	9884479.1000	-31.8721
6180	743197.2000	9884479.1000	-32.0043
6181	743223.2000	9884479.1000	-33.1202
6182	743249.2000	9884479.1000	-33.8101
6183	743275.2000	9884479.1000	-34.4753
6184	743301.2000	9884479.1000	-34.9590
6185	743327.2000	9884479.1000	-35.1233
6186	743353.2000	9884479.1000	-35.6545
6187	743379.2000	9884479.1000	-36.1838
6188	743405.2000	9884479.1000	-36.4222
6189	743431.2000	9884479.1000	-37.2139
6190	743457.2000	9884479.1000	-37.5531
6191	743483.2000	9884479.1000	-37.5933
6192	743509.2000	9884479.1000	-37.6515
6193	743535.2000	9884479.1000	-37.8629
6194	743561.2000	9884479.1000	-38.5816
6195	743587.2000	9884479.1000	-38.7997
6196	743613.2000	9884479.1000	-38.9207
6197	743639.2000	9884479.1000	-39.1935
6198	743665.2000	9884479.1000	-39.2286
6199	743691.2000	9884479.1000	-39.2668
6200	743717.2000	9884479.1000	-39.2134
6201	743743.2000	9884479.1000	-38.5160
6202	743769.2000	9884479.1000	-39.0051
6203	743795.2000	9884479.1000	-36.2769
6204	743821.2000	9884479.1000	-33.5526
6205	743847.2000	9884479.1000	-30.1323
6206	743873.2000	9884479.1000	-26.2424
6207	743899.2000	9884479.1000	-23.2039
6208	743925.2000	9884479.1000	-19.7111
6209	743951.2000	9884479.1000	-19.3635
6210	743977.2000	9884479.1000	-18.3098
6211	744003.2000	9884479.1000	-18.3853
6212	744029.2000	9884479.1000	-18.6325
6213	744055.2000	9884479.1000	-18.8725
6214	744081.2000	9884479.1000	-19.3759
6215	744107.2000	9884479.1000	-19.3173
6216	744133.2000	9884479.1000	-19.3606
6217	744159.2000	9884479.1000	-19.8626
6218	744185.2000	9884479.1000	-19.9440
6219	744211.2000	9884479.1000	-20.8229
6220	744237.2000	9884479.1000	-20.9733
6221	744263.2000	9884479.1000	-20.9533
6222	744289.2000	9884479.1000	-20.7579
6223	744315.2000	9884479.1000	-20.9346
6224	744341.2000	9884479.1000	-21.2097
6225	744367.2000	9884479.1000	-21.2669
6226	744393.2000	9884479.1000	-20.8003
6227	744419.2000	9884479.1000	-19.8997
6228	744445.2000	9884479.1000	-18.9870
6229	744471.2000	9884479.1000	-18.5605
6230	744497.2000	9884479.1000	-18.1162
6231	744523.2000	9884479.1000	-20.2132
6232	744549.2000	9884479.1000	-20.8177
6233	744575.2000	9884479.1000	-23.3774
6234	744601.2000	9884479.1000	-23.2638
6235	744627.2000	9884479.1000	-23.9235
6236	744653.2000	9884479.1000	-24.1962
6237	744679.2000	9884479.1000	-25.1118
6238	744705.2000	9884479.1000	-26.2435
6239	744731.2000	9884479.1000	-26.5702
6240	744757.2000	9884479.1000	-29.2850
6241	744783.2000	9884479.1000	-30.4243
6242	744809.2000	9884479.1000	-30.6948
6243	744835.2000	9884479.1000	-31.4128
6244	744861.2000	9884479.1000	-31.3273
6245	744887.2000	9884479.1000	-31.3218
6246	744913.2000	9884479.1000	-30.7944
6247	744939.2000	9884479.1000	-29.8898
6248	744965.2000	9884479.1000	-28.2981
6249	744991.2000	9884479.1000	-27.1652
6250	745017.2000	9884479.1000	-27.5381
6251	745043.2000	9884479.1000	-25.6385
6252	745069.2000	9884479.1000	-24.0258
6253	745095.2000	9884479.1000	-21.6998
6254	745121.2000	9884479.1000	-19.0399
6255	745147.2000	9884479.1000	-19.4675
6256	745173.2000	9884479.1000	-21.6277
6257	745199.2000	9884479.1000	-22.7419
6258	745225.2000	9884479.1000	-25.3997
6259	745251.2000	9884479.1000	-25.1393
6260	745277.2000	9884479.1000	-25.9043
6261	745303.2000	9884479.1000	-25.3447
6262	745329.2000	9884479.1000	-24.6297
6263	745355.2000	9884479.1000	-23.9829
6264	745381.2000	9884479.1000	-23.1957
6265	745407.2000	9884479.1000	-22.6500
6266	745433.2000	9884479.1000	-22.3718
6267	745459.2000	9884479.1000	-21.6884
6268	745485.2000	9884479.1000	-21.5132
6269	745511.2000	9884479.1000	-21.6067
6270	745537.2000	9884479.1000	-21.4278
6271	745563.2000	9884479.1000	-21.2743
6272	745589.2000	9884479.1000	-20.0118
6273	745615.2000	9884479.1000	-19.6378
6274	745641.2000	9884479.1000	-18.9123
6275	745667.2000	9884479.1000	-17.7423
6276	745693.2000	9884479.1000	-17.6243
6277	745719.2000	9884479.1000	-18.4520
6278	745745.2000	9884479.1000	-18.8905
6279	745771.2000	9884479.1000	-20.8378
6280	745797.2000	9884479.1000	-20.2395
6281	745823.2000	9884479.1000	-19.4743
6282	745849.2000	9884479.1000	-19.1604
6283	745875.2000	9884479.1000	-19.5088
6284	745901.2000	9884479.1000	-17.2521
6285	745927.2000	9884479.1000	-16.3283
6286	745953.2000	9884479.1000	-15.0765
6287	745979.2000	9884479.1000	-14.5089
6288	746005.2000	9884479.1000	-14.6190
6289	746031.2000	9884479.1000	-14.7196
6290	746057.2000	9884479.1000	-14.8106
6291	746083.2000	9884479.1000	-14.7465
6292	746109.2000	9884479.1000	-14.6181
6293	746135.2000	9884479.1000	-14.5440
6294	746161.2000	9884479.1000	-14.6255
6295	746187.2000	9884479.1000	-14.6626
6296	746213.2000	9884479.1000	-14.8313
6297	746239.2000	9884479.1000	-15.0016
6298	746265.2000	9884479.1000	-15.0585
6299	742469.2000	9884453.1000	-25.6934
6300	742495.2000	9884453.1000	-26.2080
6301	742521.2000	9884453.1000	-26.8317
6302	742547.2000	9884453.1000	-27.1785
6303	742573.2000	9884453.1000	-27.6090
6304	742599.2000	9884453.1000	-27.7097
6305	742625.2000	9884453.1000	-27.2242
6306	742651.2000	9884453.1000	-27.0435
6307	742677.2000	9884453.1000	-26.4476
6308	742703.2000	9884453.1000	-24.4606
6309	742729.2000	9884453.1000	-23.5899
6310	742755.2000	9884453.1000	-23.2609
6311	742781.2000	9884453.1000	-22.8670
6312	742807.2000	9884453.1000	-22.8606
6313	742833.2000	9884453.1000	-22.8409
6314	742859.2000	9884453.1000	-22.6566
6315	742885.2000	9884453.1000	-22.6545
6316	742911.2000	9884453.1000	-23.0797
6317	742937.2000	9884453.1000	-23.2522
6318	742963.2000	9884453.1000	-23.3872
6319	742989.2000	9884453.1000	-23.5031
6320	743015.2000	9884453.1000	-23.7393
6321	743041.2000	9884453.1000	-24.2662
6322	743067.2000	9884453.1000	-25.1946
6323	743093.2000	9884453.1000	-27.0296
6324	743119.2000	9884453.1000	-28.1447
6325	743145.2000	9884453.1000	-29.5083
6326	743171.2000	9884453.1000	-31.2048
6327	743197.2000	9884453.1000	-32.0929
6328	743223.2000	9884453.1000	-33.6404
6329	743249.2000	9884453.1000	-33.7641
6330	743275.2000	9884453.1000	-34.5432
6331	743301.2000	9884453.1000	-34.9578
6332	743327.2000	9884453.1000	-35.2117
6333	743353.2000	9884453.1000	-35.6317
6334	743379.2000	9884453.1000	-35.9370
6335	743405.2000	9884453.1000	-36.4137
6336	743431.2000	9884453.1000	-36.9620
6337	743457.2000	9884453.1000	-37.2550
6338	743483.2000	9884453.1000	-37.4866
6339	743509.2000	9884453.1000	-37.5059
6340	743535.2000	9884453.1000	-37.6344
6341	743561.2000	9884453.1000	-38.0042
6342	743587.2000	9884453.1000	-38.2534
6343	743613.2000	9884453.1000	-38.4926
6344	743639.2000	9884453.1000	-38.8631
6345	743665.2000	9884453.1000	-38.9659
6346	743691.2000	9884453.1000	-38.9074
6347	743717.2000	9884453.1000	-38.6651
6348	743743.2000	9884453.1000	-38.0498
6349	743769.2000	9884453.1000	-37.1858
6350	743795.2000	9884453.1000	-35.4176
6351	743821.2000	9884453.1000	-32.7432
6352	743847.2000	9884453.1000	-29.8087
6353	743873.2000	9884453.1000	-26.4300
6354	743899.2000	9884453.1000	-23.0697
6355	743925.2000	9884453.1000	-20.2691
6356	743951.2000	9884453.1000	-18.9085
6357	743977.2000	9884453.1000	-18.0121
6358	744003.2000	9884453.1000	-17.0173
6359	744029.2000	9884453.1000	-16.5602
6360	744055.2000	9884453.1000	-17.7247
6361	744081.2000	9884453.1000	-18.2052
6362	744107.2000	9884453.1000	-18.5129
6363	744133.2000	9884453.1000	-19.0987
6364	744159.2000	9884453.1000	-19.1960
6365	744185.2000	9884453.1000	-19.5225
6366	744211.2000	9884453.1000	-19.6270
6367	744237.2000	9884453.1000	-19.6229
6368	744263.2000	9884453.1000	-20.2329
6369	744289.2000	9884453.1000	-20.6601
6370	744315.2000	9884453.1000	-20.7324
6371	744341.2000	9884453.1000	-21.1614
6372	744367.2000	9884453.1000	-21.3577
6373	744393.2000	9884453.1000	-21.4014
6374	744419.2000	9884453.1000	-20.6994
6375	744445.2000	9884453.1000	-20.0743
6376	744471.2000	9884453.1000	-19.8862
6377	744497.2000	9884453.1000	-20.0950
6378	744523.2000	9884453.1000	-20.8294
6379	744549.2000	9884453.1000	-21.9331
6380	744575.2000	9884453.1000	-22.9755
6381	744601.2000	9884453.1000	-23.4599
6382	744627.2000	9884453.1000	-23.8025
6383	744653.2000	9884453.1000	-23.8330
6384	744679.2000	9884453.1000	-23.8899
6385	744705.2000	9884453.1000	-24.9913
6386	744731.2000	9884453.1000	-26.0001
6387	744757.2000	9884453.1000	-27.5328
6388	744783.2000	9884453.1000	-29.0288
6389	744809.2000	9884453.1000	-29.6378
6390	744835.2000	9884453.1000	-30.6241
6391	744861.2000	9884453.1000	-30.6409
6392	744887.2000	9884453.1000	-30.5290
6393	744913.2000	9884453.1000	-30.5690
6394	744939.2000	9884453.1000	-30.3816
6395	744965.2000	9884453.1000	-29.0050
6396	744991.2000	9884453.1000	-27.4935
6397	745017.2000	9884453.1000	-26.8203
6398	745043.2000	9884453.1000	-24.7616
6399	745069.2000	9884453.1000	-23.6809
6400	745095.2000	9884453.1000	-21.4334
6401	745121.2000	9884453.1000	-18.6590
6402	745147.2000	9884453.1000	-18.9072
6403	745173.2000	9884453.1000	-20.3207
6404	745199.2000	9884453.1000	-21.8456
6405	745225.2000	9884453.1000	-23.9847
6406	745251.2000	9884453.1000	-24.4635
6407	745277.2000	9884453.1000	-24.9075
6408	745303.2000	9884453.1000	-24.9440
6409	745329.2000	9884453.1000	-24.4300
6410	745355.2000	9884453.1000	-24.0326
6411	745381.2000	9884453.1000	-23.5439
6412	745407.2000	9884453.1000	-22.8296
6413	745433.2000	9884453.1000	-22.5029
6414	745459.2000	9884453.1000	-21.6710
6415	745485.2000	9884453.1000	-21.5123
6416	745511.2000	9884453.1000	-21.4588
6417	745537.2000	9884453.1000	-21.3956
6418	745563.2000	9884453.1000	-21.1368
6419	745589.2000	9884453.1000	-19.9930
6420	745615.2000	9884453.1000	-19.7009
6421	745641.2000	9884453.1000	-18.9760
6422	745667.2000	9884453.1000	-17.9891
6423	745693.2000	9884453.1000	-17.8646
6424	745719.2000	9884453.1000	-18.2569
6425	745745.2000	9884453.1000	-18.7970
6426	745771.2000	9884453.1000	-19.8113
6427	745797.2000	9884453.1000	-19.9490
6428	745823.2000	9884453.1000	-19.8034
6429	745849.2000	9884453.1000	-19.5248
6430	745875.2000	9884453.1000	-19.1955
6431	745901.2000	9884453.1000	-17.7688
6432	745927.2000	9884453.1000	-16.4392
6433	745953.2000	9884453.1000	-15.1658
6434	745979.2000	9884453.1000	-14.7142
6435	746005.2000	9884453.1000	-14.7205
6436	746031.2000	9884453.1000	-14.8444
6437	746057.2000	9884453.1000	-14.8322
6438	746083.2000	9884453.1000	-14.7686
6439	746109.2000	9884453.1000	-14.6967
6440	746135.2000	9884453.1000	-14.6704
6441	746161.2000	9884453.1000	-14.7097
6442	746187.2000	9884453.1000	-14.7641
6443	746213.2000	9884453.1000	-14.9561
6444	746239.2000	9884453.1000	-15.0743
6445	746265.2000	9884453.1000	-15.1204
6446	746291.2000	9884453.1000	-15.1422
6447	742443.2000	9884427.1000	-24.2909
6448	742469.2000	9884427.1000	-25.2923
6449	742495.2000	9884427.1000	-25.7433
6450	742521.2000	9884427.1000	-26.6549
6451	742547.2000	9884427.1000	-26.9511
6452	742573.2000	9884427.1000	-27.9845
6453	742599.2000	9884427.1000	-27.6266
6454	742625.2000	9884427.1000	-27.1082
6455	742651.2000	9884427.1000	-26.8272
6456	742677.2000	9884427.1000	-27.3487
6457	742703.2000	9884427.1000	-24.4612
6458	742729.2000	9884427.1000	-23.7903
6459	742755.2000	9884427.1000	-22.9706
6460	742781.2000	9884427.1000	-22.7181
6461	742807.2000	9884427.1000	-22.9761
6462	742833.2000	9884427.1000	-23.1191
6463	742859.2000	9884427.1000	-23.0561
6464	742885.2000	9884427.1000	-23.1068
6465	742911.2000	9884427.1000	-23.3395
6466	742937.2000	9884427.1000	-23.5025
6467	742963.2000	9884427.1000	-23.6581
6468	742989.2000	9884427.1000	-23.5499
6469	743015.2000	9884427.1000	-23.7409
6470	743041.2000	9884427.1000	-24.1982
6471	743067.2000	9884427.1000	-25.2709
6472	743093.2000	9884427.1000	-25.9992
6473	743119.2000	9884427.1000	-27.9421
6474	743145.2000	9884427.1000	-28.9591
6475	743171.2000	9884427.1000	-31.5684
6476	743197.2000	9884427.1000	-31.7419
6477	743223.2000	9884427.1000	-32.9769
6478	743249.2000	9884427.1000	-33.5310
6479	743275.2000	9884427.1000	-34.3982
6480	743301.2000	9884427.1000	-34.9695
6481	743327.2000	9884427.1000	-35.2797
6482	743353.2000	9884427.1000	-35.6588
6483	743379.2000	9884427.1000	-35.8160
6484	743405.2000	9884427.1000	-36.3662
6485	743431.2000	9884427.1000	-36.9692
6486	743457.2000	9884427.1000	-36.9366
6487	743483.2000	9884427.1000	-37.1708
6488	743509.2000	9884427.1000	-37.2042
6489	743535.2000	9884427.1000	-37.2115
6490	743561.2000	9884427.1000	-37.5822
6491	743587.2000	9884427.1000	-37.7491
6492	743613.2000	9884427.1000	-38.1866
6493	743639.2000	9884427.1000	-38.2119
6494	743665.2000	9884427.1000	-38.1968
6495	743691.2000	9884427.1000	-38.5466
6496	743717.2000	9884427.1000	-38.6165
6497	743743.2000	9884427.1000	-37.6125
6498	743769.2000	9884427.1000	-36.7832
6499	743795.2000	9884427.1000	-34.7213
6500	743821.2000	9884427.1000	-31.9975
6501	743847.2000	9884427.1000	-30.2871
6502	743873.2000	9884427.1000	-26.4242
6503	743899.2000	9884427.1000	-23.0556
6504	743925.2000	9884427.1000	-20.7801
6505	743951.2000	9884427.1000	-18.8337
6506	743977.2000	9884427.1000	-18.6205
6507	744003.2000	9884427.1000	-15.7673
6508	744029.2000	9884427.1000	-14.5672
6509	744055.2000	9884427.1000	-15.2817
6510	744081.2000	9884427.1000	-15.8856
6511	744107.2000	9884427.1000	-17.0822
6512	744133.2000	9884427.1000	-17.6158
6513	744159.2000	9884427.1000	-17.8421
6514	744185.2000	9884427.1000	-18.2778
6515	744211.2000	9884427.1000	-19.1133
6516	744237.2000	9884427.1000	-19.3008
6517	744263.2000	9884427.1000	-19.3069
6518	744289.2000	9884427.1000	-19.9063
6519	744315.2000	9884427.1000	-20.3580
6520	744341.2000	9884427.1000	-20.8583
6521	744367.2000	9884427.1000	-21.4762
6522	744393.2000	9884427.1000	-21.9268
6523	744419.2000	9884427.1000	-21.6984
6524	744445.2000	9884427.1000	-21.9233
6525	744471.2000	9884427.1000	-22.3108
6526	744497.2000	9884427.1000	-21.5905
6527	744523.2000	9884427.1000	-23.6371
6528	744549.2000	9884427.1000	-23.0738
6529	744575.2000	9884427.1000	-23.3870
6530	744601.2000	9884427.1000	-24.2709
6531	744627.2000	9884427.1000	-23.7331
6532	744653.2000	9884427.1000	-23.3070
6533	744679.2000	9884427.1000	-23.4759
6534	744705.2000	9884427.1000	-23.8933
6535	744731.2000	9884427.1000	-24.9059
6536	744757.2000	9884427.1000	-26.2413
6537	744783.2000	9884427.1000	-27.1718
6538	744809.2000	9884427.1000	-28.0972
6539	744835.2000	9884427.1000	-29.3998
6540	744861.2000	9884427.1000	-29.9531
6541	744887.2000	9884427.1000	-29.9605
6542	744913.2000	9884427.1000	-30.7339
6543	744939.2000	9884427.1000	-30.9455
6544	744965.2000	9884427.1000	-29.7606
6545	744991.2000	9884427.1000	-28.1874
6546	745017.2000	9884427.1000	-26.8921
6547	745043.2000	9884427.1000	-24.4750
6548	745069.2000	9884427.1000	-23.7545
6549	745095.2000	9884427.1000	-21.4157
6550	745121.2000	9884427.1000	-18.5856
6551	745147.2000	9884427.1000	-18.2266
6552	745173.2000	9884427.1000	-19.8969
6553	745199.2000	9884427.1000	-21.2490
6554	745225.2000	9884427.1000	-24.2706
6555	745251.2000	9884427.1000	-23.8779
6556	745277.2000	9884427.1000	-24.7543
6557	745303.2000	9884427.1000	-24.4723
6558	745329.2000	9884427.1000	-24.3338
6559	745355.2000	9884427.1000	-24.1833
6560	745381.2000	9884427.1000	-24.3963
6561	745407.2000	9884427.1000	-23.0080
6562	745433.2000	9884427.1000	-22.5496
6563	745459.2000	9884427.1000	-21.7408
6564	745485.2000	9884427.1000	-21.4997
6565	745511.2000	9884427.1000	-21.3411
6566	745537.2000	9884427.1000	-21.5066
6567	745563.2000	9884427.1000	-21.2313
6568	745589.2000	9884427.1000	-20.2898
6569	745615.2000	9884427.1000	-20.4838
6570	745641.2000	9884427.1000	-19.6448
6571	745667.2000	9884427.1000	-18.2864
6572	745693.2000	9884427.1000	-18.0994
6573	745719.2000	9884427.1000	-18.0350
6574	745745.2000	9884427.1000	-18.6221
6575	745771.2000	9884427.1000	-20.3977
6576	745797.2000	9884427.1000	-20.0029
6577	745823.2000	9884427.1000	-19.7973
6578	745849.2000	9884427.1000	-19.9543
6579	745875.2000	9884427.1000	-20.5460
6580	745901.2000	9884427.1000	-18.1196
6581	745927.2000	9884427.1000	-17.1860
6582	745953.2000	9884427.1000	-15.6699
6583	745979.2000	9884427.1000	-14.9576
6584	746005.2000	9884427.1000	-14.8447
6585	746031.2000	9884427.1000	-15.1172
6586	746057.2000	9884427.1000	-14.8744
6587	746083.2000	9884427.1000	-14.8153
6588	746109.2000	9884427.1000	-14.8188
6589	746135.2000	9884427.1000	-14.8167
6590	746161.2000	9884427.1000	-14.8766
6591	746187.2000	9884427.1000	-14.9162
6592	746213.2000	9884427.1000	-15.0646
6593	746239.2000	9884427.1000	-15.1639
6594	746265.2000	9884427.1000	-15.1968
6595	746291.2000	9884427.1000	-15.1420
6596	746317.2000	9884427.1000	-15.2182
6597	742391.2000	9884401.1000	-21.8591
6598	742417.2000	9884401.1000	-23.5156
6599	742443.2000	9884401.1000	-24.0738
6600	742469.2000	9884401.1000	-24.8993
6601	742495.2000	9884401.1000	-25.6131
6602	742521.2000	9884401.1000	-26.2526
6603	742547.2000	9884401.1000	-26.7239
6604	742573.2000	9884401.1000	-27.2968
6605	742599.2000	9884401.1000	-27.3768
6606	742625.2000	9884401.1000	-26.9080
6607	742651.2000	9884401.1000	-26.6334
6608	742677.2000	9884401.1000	-26.2730
6609	742703.2000	9884401.1000	-25.0450
6610	742729.2000	9884401.1000	-24.1115
6611	742755.2000	9884401.1000	-23.3539
6612	742781.2000	9884401.1000	-23.2851
6613	742807.2000	9884401.1000	-23.3820
6614	742833.2000	9884401.1000	-23.3234
6615	742859.2000	9884401.1000	-23.7728
6616	742885.2000	9884401.1000	-23.8184
6617	742911.2000	9884401.1000	-24.0311
6618	742937.2000	9884401.1000	-24.3765
6619	742963.2000	9884401.1000	-24.0722
6620	742989.2000	9884401.1000	-23.8470
6621	743015.2000	9884401.1000	-23.9148
6622	743041.2000	9884401.1000	-24.2222
6623	743067.2000	9884401.1000	-25.1300
6624	743093.2000	9884401.1000	-26.1349
6625	743119.2000	9884401.1000	-27.9661
6626	743145.2000	9884401.1000	-28.9013
6627	743171.2000	9884401.1000	-30.7803
6628	743197.2000	9884401.1000	-31.3792
6629	743223.2000	9884401.1000	-32.3434
6630	743249.2000	9884401.1000	-33.2811
6631	743275.2000	9884401.1000	-34.1576
6632	743301.2000	9884401.1000	-34.9920
6633	743327.2000	9884401.1000	-35.2160
6634	743353.2000	9884401.1000	-35.4569
6635	743379.2000	9884401.1000	-35.7095
6636	743405.2000	9884401.1000	-36.1221
6637	743431.2000	9884401.1000	-36.5662
6638	743457.2000	9884401.1000	-36.7281
6639	743483.2000	9884401.1000	-36.8862
6640	743509.2000	9884401.1000	-36.9033
6641	743535.2000	9884401.1000	-36.9343
6642	743561.2000	9884401.1000	-37.2309
6643	743587.2000	9884401.1000	-37.2671
6644	743613.2000	9884401.1000	-37.3446
6645	743639.2000	9884401.1000	-37.3762
6646	743665.2000	9884401.1000	-37.2394
6647	743691.2000	9884401.1000	-37.3251
6648	743717.2000	9884401.1000	-37.7074
6649	743743.2000	9884401.1000	-36.5590
6650	743769.2000	9884401.1000	-35.5341
6651	743795.2000	9884401.1000	-33.8670
6652	743821.2000	9884401.1000	-31.4199
6653	743847.2000	9884401.1000	-29.3745
6654	743873.2000	9884401.1000	-26.3510
6655	743899.2000	9884401.1000	-23.9917
6656	743925.2000	9884401.1000	-20.6019
6657	743951.2000	9884401.1000	-18.4266
6658	743977.2000	9884401.1000	-17.0137
6659	744003.2000	9884401.1000	-14.6479
6660	744029.2000	9884401.1000	-13.7415
6661	744055.2000	9884401.1000	-14.6036
6662	744081.2000	9884401.1000	-15.5506
6663	744107.2000	9884401.1000	-16.5540
6664	744133.2000	9884401.1000	-16.3451
6665	744159.2000	9884401.1000	-17.3947
