Id	X	Y	Z
23319	744835.2000	9881567.1000	-30.6504
23320	744861.2000	9881567.1000	-28.9475
23321	744887.2000	9881567.1000	-28.6111
23322	744913.2000	9881567.1000	-27.5687
23323	744939.2000	9881567.1000	-26.5882
23324	744965.2000	9881567.1000	-24.8204
23325	744991.2000	9881567.1000	-23.7939
23326	745017.2000	9881567.1000	-22.4420
23327	745043.2000	9881567.1000	-19.6813
23328	745069.2000	9881567.1000	-17.1285
23329	745095.2000	9881567.1000	-8.0060
23330	745121.2000	9881567.1000	-1.7175
23331	745147.2000	9881567.1000	-2.8970
23332	745173.2000	9881567.1000	-3.4325
23333	745199.2000	9881567.1000	-4.2504
23334	745225.2000	9881567.1000	-3.9307
23335	745251.2000	9881567.1000	-2.4745
23336	745277.2000	9881567.1000	-10.4218
23337	745303.2000	9881567.1000	-13.2211
23338	745329.2000	9881567.1000	-18.5273
23339	745355.2000	9881567.1000	-18.8423
23340	745381.2000	9881567.1000	-20.3080
23341	745407.2000	9881567.1000	-20.9194
23342	745433.2000	9881567.1000	-21.1476
23343	745459.2000	9881567.1000	-22.0727
23344	745485.2000	9881567.1000	-23.2823
23345	745511.2000	9881567.1000	-24.7753
23346	745537.2000	9881567.1000	-24.9147
23347	745563.2000	9881567.1000	-24.6678
23348	745589.2000	9881567.1000	-24.7203
23349	745615.2000	9881567.1000	-25.6634
23350	745641.2000	9881567.1000	-25.7017
23351	745667.2000	9881567.1000	-25.3223
23352	745693.2000	9881567.1000	-25.4061
23353	745719.2000	9881567.1000	-25.5424
23354	745745.2000	9881567.1000	-24.8505
23355	745771.2000	9881567.1000	-24.1845
23356	745797.2000	9881567.1000	-22.9701
23357	745823.2000	9881567.1000	-21.6871
23358	745849.2000	9881567.1000	-20.8818
23359	745875.2000	9881567.1000	-20.1691
23360	745901.2000	9881567.1000	-20.4176
23361	745927.2000	9881567.1000	-20.8493
23362	745953.2000	9881567.1000	-20.7172
23363	745979.2000	9881567.1000	-20.8750
23364	746005.2000	9881567.1000	-21.0108
23365	746031.2000	9881567.1000	-20.9708
23366	746057.2000	9881567.1000	-21.0912
23367	746083.2000	9881567.1000	-21.3584
23368	746109.2000	9881567.1000	-21.5518
23369	746135.2000	9881567.1000	-21.8579
23370	746161.2000	9881567.1000	-22.0003
23371	746187.2000	9881567.1000	-22.0843
23372	746213.2000	9881567.1000	-22.2587
23373	746239.2000	9881567.1000	-22.2698
23374	746265.2000	9881567.1000	-22.2325
23375	746291.2000	9881567.1000	-22.2028
23376	746317.2000	9881567.1000	-22.2358
23377	746343.2000	9881567.1000	-22.2942
23378	746369.2000	9881567.1000	-22.3851
23379	746395.2000	9881567.1000	-22.4051
23380	746421.2000	9881567.1000	-22.3059
23381	746447.2000	9881567.1000	-22.1966
23382	746473.2000	9881567.1000	-22.3004
23383	746499.2000	9881567.1000	-21.9726
23384	746525.2000	9881567.1000	-21.6433
23385	746551.2000	9881567.1000	-21.3524
23386	746577.2000	9881567.1000	-20.7385
23387	746603.2000	9881567.1000	-20.3659
23388	746629.2000	9881567.1000	-20.1679
23389	746655.2000	9881567.1000	-19.0378
23390	746681.2000	9881567.1000	-18.5958
23391	746707.2000	9881567.1000	-17.0391
23392	746733.2000	9881567.1000	-16.3355
23393	746759.2000	9881567.1000	-14.5770
23394	746785.2000	9881567.1000	-14.0423
23395	746811.2000	9881567.1000	-13.1121
23396	746837.2000	9881567.1000	-12.9083
23397	746863.2000	9881567.1000	-12.9778
23398	746889.2000	9881567.1000	-13.0700
23399	746915.2000	9881567.1000	-13.6047
23400	746941.2000	9881567.1000	-13.6622
23401	746967.2000	9881567.1000	-13.6740
23402	746993.2000	9881567.1000	-13.8203
23403	747019.2000	9881567.1000	-13.7927
23404	747045.2000	9881567.1000	-13.5860
23405	747071.2000	9881567.1000	-13.6247
23406	747097.2000	9881567.1000	-13.3263
23407	747123.2000	9881567.1000	-13.8027
23408	747149.2000	9881567.1000	-13.3957
23409	747175.2000	9881567.1000	-12.4457
23410	747201.2000	9881567.1000	-11.9646
23411	747227.2000	9881567.1000	-11.9938
23412	747253.2000	9881567.1000	-11.2007
23413	747279.2000	9881567.1000	-10.8889
23414	747305.2000	9881567.1000	-10.7824
23415	747331.2000	9881567.1000	-9.7035
23416	747357.2000	9881567.1000	-8.6126
23417	747383.2000	9881567.1000	-8.5525
23418	747409.2000	9881567.1000	-7.3607
23419	747435.2000	9881567.1000	-7.6193
23420	747461.2000	9881567.1000	-9.7922
23421	747487.2000	9881567.1000	-10.4195
23422	747513.2000	9881567.1000	-13.5356
23423	747539.2000	9881567.1000	-14.3561
23424	747565.2000	9881567.1000	-13.3206
23425	747591.2000	9881567.1000	-12.9379
23426	747617.2000	9881567.1000	-12.8678
23427	747643.2000	9881567.1000	-12.1407
23428	747669.2000	9881567.1000	-11.5700
23429	747695.2000	9881567.1000	-10.8844
23430	747721.2000	9881567.1000	-10.5515
23431	747747.2000	9881567.1000	-10.1773
23432	747773.2000	9881567.1000	-10.3594
23433	747799.2000	9881567.1000	-9.3960
23434	747825.2000	9881567.1000	-9.1060
23435	747851.2000	9881567.1000	-7.3820
23436	747877.2000	9881567.1000	-6.4751
23437	747903.2000	9881567.1000	-7.5430
23438	747929.2000	9881567.1000	-8.9214
23439	747955.2000	9881567.1000	-9.0766
23440	747981.2000	9881567.1000	-9.8920
23441	748007.2000	9881567.1000	-9.7658
23442	748033.2000	9881567.1000	-10.0757
23443	748059.2000	9881567.1000	-10.1959
23444	748085.2000	9881567.1000	-10.4111
23445	748111.2000	9881567.1000	-10.4224
23446	748137.2000	9881567.1000	-10.1502
23447	748163.2000	9881567.1000	-10.4893
23448	748189.2000	9881567.1000	-10.5138
23449	748215.2000	9881567.1000	-10.1872
23450	748241.2000	9881567.1000	-10.3814
23451	748267.2000	9881567.1000	-10.2403
23452	748293.2000	9881567.1000	-10.1315
23453	748319.2000	9881567.1000	-9.6497
23454	748345.2000	9881567.1000	-9.3948
23455	748371.2000	9881567.1000	-9.2873
23456	748397.2000	9881567.1000	-7.6724
23457	748423.2000	9881567.1000	-7.2876
23458	748449.2000	9881567.1000	-7.8219
23459	748475.2000	9881567.1000	-9.3428
23460	748501.2000	9881567.1000	-8.9865
23461	748527.2000	9881567.1000	-9.5560
23462	744861.2000	9881541.1000	-28.6612
23463	744887.2000	9881541.1000	-27.9047
23464	744913.2000	9881541.1000	-26.5641
23465	744939.2000	9881541.1000	-25.6348
23466	744965.2000	9881541.1000	-23.7103
23467	744991.2000	9881541.1000	-22.3524
23468	745017.2000	9881541.1000	-19.8834
23469	745043.2000	9881541.1000	-17.8927
23470	745069.2000	9881541.1000	-13.4238
23471	745095.2000	9881541.1000	-10.4065
23472	745121.2000	9881541.1000	-6.0562
23473	745147.2000	9881541.1000	-4.7766
23474	745173.2000	9881541.1000	-4.1575
23475	745199.2000	9881541.1000	-4.4227
23476	745225.2000	9881541.1000	-2.3023
23477	745251.2000	9881541.1000	-6.5491
23478	745277.2000	9881541.1000	-12.5897
23479	745303.2000	9881541.1000	-12.7111
23480	745329.2000	9881541.1000	-16.7023
23481	745355.2000	9881541.1000	-19.6114
23482	745381.2000	9881541.1000	-21.3753
23483	745407.2000	9881541.1000	-21.7239
23484	745433.2000	9881541.1000	-22.1692
23485	745459.2000	9881541.1000	-22.5760
23486	745485.2000	9881541.1000	-23.8240
23487	745511.2000	9881541.1000	-24.6068
23488	745537.2000	9881541.1000	-24.7037
23489	745563.2000	9881541.1000	-24.0812
23490	745589.2000	9881541.1000	-24.1884
23491	745615.2000	9881541.1000	-24.6511
23492	745641.2000	9881541.1000	-24.8114
23493	745667.2000	9881541.1000	-24.9826
23494	745693.2000	9881541.1000	-25.2739
23495	745719.2000	9881541.1000	-25.4112
23496	745745.2000	9881541.1000	-24.7961
23497	745771.2000	9881541.1000	-23.7583
23498	745797.2000	9881541.1000	-22.6597
23499	745823.2000	9881541.1000	-21.8067
23500	745849.2000	9881541.1000	-21.0819
23501	745875.2000	9881541.1000	-20.6077
23502	745901.2000	9881541.1000	-20.5674
23503	745927.2000	9881541.1000	-20.6092
23504	745953.2000	9881541.1000	-20.7316
23505	745979.2000	9881541.1000	-20.7448
23506	746005.2000	9881541.1000	-20.7460
23507	746031.2000	9881541.1000	-20.7357
23508	746057.2000	9881541.1000	-20.7634
23509	746083.2000	9881541.1000	-20.8626
23510	746109.2000	9881541.1000	-21.2066
23511	746135.2000	9881541.1000	-21.3841
23512	746161.2000	9881541.1000	-21.5809
23513	746187.2000	9881541.1000	-21.7756
23514	746213.2000	9881541.1000	-22.0162
23515	746239.2000	9881541.1000	-22.1388
23516	746265.2000	9881541.1000	-22.1608
23517	746291.2000	9881541.1000	-22.1581
23518	746317.2000	9881541.1000	-22.1815
23519	746343.2000	9881541.1000	-22.3242
23520	746369.2000	9881541.1000	-22.5665
23521	746395.2000	9881541.1000	-22.5580
23522	746421.2000	9881541.1000	-22.4450
23523	746447.2000	9881541.1000	-22.2754
23524	746473.2000	9881541.1000	-22.1463
23525	746499.2000	9881541.1000	-21.9191
23526	746525.2000	9881541.1000	-21.7798
23527	746551.2000	9881541.1000	-21.3389
23528	746577.2000	9881541.1000	-20.9360
23529	746603.2000	9881541.1000	-20.2872
23530	746629.2000	9881541.1000	-19.8161
23531	746655.2000	9881541.1000	-18.8554
23532	746681.2000	9881541.1000	-18.3934
23533	746707.2000	9881541.1000	-16.8829
23534	746733.2000	9881541.1000	-15.7936
23535	746759.2000	9881541.1000	-14.3281
23536	746785.2000	9881541.1000	-13.6432
23537	746811.2000	9881541.1000	-12.9295
23538	746837.2000	9881541.1000	-12.8158
23539	746863.2000	9881541.1000	-12.9728
23540	746889.2000	9881541.1000	-13.2859
23541	746915.2000	9881541.1000	-13.9222
23542	746941.2000	9881541.1000	-13.9704
23543	746967.2000	9881541.1000	-13.7857
23544	746993.2000	9881541.1000	-13.7688
23545	747019.2000	9881541.1000	-13.9351
23546	747045.2000	9881541.1000	-13.4808
23547	747071.2000	9881541.1000	-13.1061
23548	747097.2000	9881541.1000	-12.9814
23549	747123.2000	9881541.1000	-12.8621
23550	747149.2000	9881541.1000	-12.4503
23551	747175.2000	9881541.1000	-11.6888
23552	747201.2000	9881541.1000	-11.0389
23553	747227.2000	9881541.1000	-10.9082
23554	747253.2000	9881541.1000	-10.9563
23555	747279.2000	9881541.1000	-10.9785
23556	747305.2000	9881541.1000	-11.5648
23557	747331.2000	9881541.1000	-11.8943
23558	747357.2000	9881541.1000	-9.8042
23559	747383.2000	9881541.1000	-8.9327
23560	747409.2000	9881541.1000	-9.0855
23561	747435.2000	9881541.1000	-9.2437
23562	747461.2000	9881541.1000	-10.2596
23563	747487.2000	9881541.1000	-11.0764
23564	747513.2000	9881541.1000	-13.2168
23565	747539.2000	9881541.1000	-13.7591
23566	747565.2000	9881541.1000	-13.2715
23567	747591.2000	9881541.1000	-13.0978
23568	747617.2000	9881541.1000	-12.8156
23569	747643.2000	9881541.1000	-12.5455
23570	747669.2000	9881541.1000	-12.4766
23571	747695.2000	9881541.1000	-11.8749
23572	747721.2000	9881541.1000	-12.0859
23573	747747.2000	9881541.1000	-11.5476
23574	747773.2000	9881541.1000	-11.1584
23575	747799.2000	9881541.1000	-10.3084
23576	747825.2000	9881541.1000	-9.8143
23577	747851.2000	9881541.1000	-8.1029
23578	747877.2000	9881541.1000	-7.6430
23579	747903.2000	9881541.1000	-8.2831
23580	747929.2000	9881541.1000	-9.2971
23581	747955.2000	9881541.1000	-9.2339
23582	747981.2000	9881541.1000	-10.0006
23583	748007.2000	9881541.1000	-10.3956
23584	748033.2000	9881541.1000	-10.3890
23585	748059.2000	9881541.1000	-10.3553
23586	748085.2000	9881541.1000	-10.4699
23587	748111.2000	9881541.1000	-10.5390
23588	748137.2000	9881541.1000	-10.6964
23589	748163.2000	9881541.1000	-10.9185
23590	748189.2000	9881541.1000	-10.8603
23591	748215.2000	9881541.1000	-10.8065
23592	748241.2000	9881541.1000	-10.6752
23593	748267.2000	9881541.1000	-10.6023
23594	748293.2000	9881541.1000	-10.4637
23595	748319.2000	9881541.1000	-10.3495
23596	748345.2000	9881541.1000	-10.0967
23597	748371.2000	9881541.1000	-9.4992
23598	748397.2000	9881541.1000	-9.4716
23599	748423.2000	9881541.1000	-8.5508
23600	748449.2000	9881541.1000	-8.3972
23601	748475.2000	9881541.1000	-8.8271
23602	748501.2000	9881541.1000	-8.9790
23603	748527.2000	9881541.1000	-9.3881
23604	744939.2000	9881515.1000	-24.9137
23605	744965.2000	9881515.1000	-23.2206
23606	744991.2000	9881515.1000	-22.0025
23607	745017.2000	9881515.1000	-18.9783
23608	745043.2000	9881515.1000	-17.4301
23609	745069.2000	9881515.1000	-12.8736
23610	745095.2000	9881515.1000	-11.0127
23611	745121.2000	9881515.1000	-9.7813
23612	745147.2000	9881515.1000	-6.3649
23613	745173.2000	9881515.1000	-4.6807
23614	745199.2000	9881515.1000	-4.8768
23615	745225.2000	9881515.1000	-7.7722
23616	745251.2000	9881515.1000	-9.6028
23617	745277.2000	9881515.1000	-16.0667
23618	745303.2000	9881515.1000	-14.3059
23619	745329.2000	9881515.1000	-17.9525
23620	745355.2000	9881515.1000	-21.4668
23621	745381.2000	9881515.1000	-22.1159
23622	745407.2000	9881515.1000	-22.0268
23623	745433.2000	9881515.1000	-22.7801
23624	745459.2000	9881515.1000	-23.2078
23625	745485.2000	9881515.1000	-23.8904
23626	745511.2000	9881515.1000	-24.9324
23627	745537.2000	9881515.1000	-24.7454
23628	745563.2000	9881515.1000	-23.7670
23629	745589.2000	9881515.1000	-23.8338
23630	745615.2000	9881515.1000	-24.3889
23631	745641.2000	9881515.1000	-24.5197
23632	745667.2000	9881515.1000	-24.6311
23633	745693.2000	9881515.1000	-25.1593
23634	745719.2000	9881515.1000	-25.6255
23635	745745.2000	9881515.1000	-24.9025
23636	745771.2000	9881515.1000	-23.8078
23637	745797.2000	9881515.1000	-22.6927
23638	745823.2000	9881515.1000	-21.9311
23639	745849.2000	9881515.1000	-21.2816
23640	745875.2000	9881515.1000	-20.6377
23641	745901.2000	9881515.1000	-20.7233
23642	745927.2000	9881515.1000	-20.7845
23643	745953.2000	9881515.1000	-20.8247
23644	745979.2000	9881515.1000	-20.7334
23645	746005.2000	9881515.1000	-20.5087
23646	746031.2000	9881515.1000	-20.6204
23647	746057.2000	9881515.1000	-20.3761
23648	746083.2000	9881515.1000	-20.4068
23649	746109.2000	9881515.1000	-21.0490
23650	746135.2000	9881515.1000	-21.1618
23651	746161.2000	9881515.1000	-21.2768
23652	746187.2000	9881515.1000	-21.5151
23653	746213.2000	9881515.1000	-21.7594
23654	746239.2000	9881515.1000	-21.9462
23655	746265.2000	9881515.1000	-22.0946
23656	746291.2000	9881515.1000	-22.1796
23657	746317.2000	9881515.1000	-22.2651
23658	746343.2000	9881515.1000	-22.3437
23659	746369.2000	9881515.1000	-22.6227
23660	746395.2000	9881515.1000	-22.6007
23661	746421.2000	9881515.1000	-22.5031
23662	746447.2000	9881515.1000	-22.3396
23663	746473.2000	9881515.1000	-22.1343
23664	746499.2000	9881515.1000	-21.8462
23665	746525.2000	9881515.1000	-21.8329
23666	746551.2000	9881515.1000	-21.2864
23667	746577.2000	9881515.1000	-20.9590
23668	746603.2000	9881515.1000	-20.2533
23669	746629.2000	9881515.1000	-19.8669
23670	746655.2000	9881515.1000	-18.9054
23671	746681.2000	9881515.1000	-17.9006
23672	746707.2000	9881515.1000	-16.3474
23673	746733.2000	9881515.1000	-15.5729
23674	746759.2000	9881515.1000	-14.0361
23675	746785.2000	9881515.1000	-13.4777
23676	746811.2000	9881515.1000	-12.8488
23677	746837.2000	9881515.1000	-12.7657
23678	746863.2000	9881515.1000	-12.9146
23679	746889.2000	9881515.1000	-13.2686
23680	746915.2000	9881515.1000	-14.1549
23681	746941.2000	9881515.1000	-14.1695
23682	746967.2000	9881515.1000	-13.8188
23683	746993.2000	9881515.1000	-13.6381
23684	747019.2000	9881515.1000	-13.9449
23685	747045.2000	9881515.1000	-13.2988
23686	747071.2000	9881515.1000	-12.8931
23687	747097.2000	9881515.1000	-12.6404
23688	747123.2000	9881515.1000	-12.5393
23689	747149.2000	9881515.1000	-11.7508
23690	747175.2000	9881515.1000	-10.3350
23691	747201.2000	9881515.1000	-10.0664
23692	747227.2000	9881515.1000	-10.5113
23693	747253.2000	9881515.1000	-10.6503
23694	747279.2000	9881515.1000	-11.0044
23695	747305.2000	9881515.1000	-12.0911
23696	747331.2000	9881515.1000	-13.2783
23697	747357.2000	9881515.1000	-11.2539
23698	747383.2000	9881515.1000	-10.3592
23699	747409.2000	9881515.1000	-10.0712
23700	747435.2000	9881515.1000	-9.6299
23701	747461.2000	9881515.1000	-10.7949
23702	747487.2000	9881515.1000	-11.4254
23703	747513.2000	9881515.1000	-13.0831
23704	747539.2000	9881515.1000	-13.3327
23705	747565.2000	9881515.1000	-12.8954
23706	747591.2000	9881515.1000	-12.9075
23707	747617.2000	9881515.1000	-12.9838
23708	747643.2000	9881515.1000	-13.0611
23709	747669.2000	9881515.1000	-13.0925
23710	747695.2000	9881515.1000	-12.6466
23711	747721.2000	9881515.1000	-12.6500
23712	747747.2000	9881515.1000	-12.2441
23713	747773.2000	9881515.1000	-11.5349
23714	747799.2000	9881515.1000	-11.1588
23715	747825.2000	9881515.1000	-10.7637
23716	747851.2000	9881515.1000	-8.5312
23717	747877.2000	9881515.1000	-7.9949
23718	747903.2000	9881515.1000	-9.0295
23719	747929.2000	9881515.1000	-9.9968
23720	747955.2000	9881515.1000	-10.2628
23721	747981.2000	9881515.1000	-10.6824
23722	748007.2000	9881515.1000	-10.6987
23723	748033.2000	9881515.1000	-10.5723
23724	748059.2000	9881515.1000	-10.3781
23725	748085.2000	9881515.1000	-10.4735
23726	748111.2000	9881515.1000	-10.6820
23727	748137.2000	9881515.1000	-10.9027
23728	748163.2000	9881515.1000	-11.0989
23729	748189.2000	9881515.1000	-11.1224
23730	748215.2000	9881515.1000	-11.1462
23731	748241.2000	9881515.1000	-11.0097
23732	748267.2000	9881515.1000	-10.8014
23733	748293.2000	9881515.1000	-10.8232
23734	748319.2000	9881515.1000	-10.4660
23735	748345.2000	9881515.1000	-10.5912
23736	748371.2000	9881515.1000	-10.3498
23737	748397.2000	9881515.1000	-10.2427
23738	748423.2000	9881515.1000	-9.7574
23739	748449.2000	9881515.1000	-9.4708
23740	748475.2000	9881515.1000	-9.1876
23741	748501.2000	9881515.1000	-8.8210
23742	748527.2000	9881515.1000	-9.3536
23743	748553.2000	9881515.1000	-8.8974
23744	744965.2000	9881489.1000	-22.2006
23745	744991.2000	9881489.1000	-20.5931
23746	745017.2000	9881489.1000	-18.6379
23747	745043.2000	9881489.1000	-16.6360
23748	745069.2000	9881489.1000	-13.1750
23749	745095.2000	9881489.1000	-11.9603
23750	745121.2000	9881489.1000	-9.0198
23751	745147.2000	9881489.1000	-3.0056
23752	745173.2000	9881489.1000	-4.1620
23753	745199.2000	9881489.1000	-6.8674
23754	745225.2000	9881489.1000	-7.7766
23755	745251.2000	9881489.1000	-9.6352
23756	745277.2000	9881489.1000	-12.7776
23757	745303.2000	9881489.1000	-14.9520
23758	745329.2000	9881489.1000	-19.8887
23759	745355.2000	9881489.1000	-22.5715
23760	745381.2000	9881489.1000	-23.1601
23761	745407.2000	9881489.1000	-23.6532
23762	745433.2000	9881489.1000	-24.4903
23763	745459.2000	9881489.1000	-23.8135
23764	745485.2000	9881489.1000	-23.9715
23765	745511.2000	9881489.1000	-24.1989
23766	745537.2000	9881489.1000	-23.7736
23767	745563.2000	9881489.1000	-23.1686
23768	745589.2000	9881489.1000	-23.2951
23769	745615.2000	9881489.1000	-23.8694
23770	745641.2000	9881489.1000	-23.9989
23771	745667.2000	9881489.1000	-24.2689
23772	745693.2000	9881489.1000	-24.6844
23773	745719.2000	9881489.1000	-24.6456
23774	745745.2000	9881489.1000	-24.2436
23775	745771.2000	9881489.1000	-24.2145
23776	745797.2000	9881489.1000	-23.0867
23777	745823.2000	9881489.1000	-22.0761
23778	745849.2000	9881489.1000	-21.4058
23779	745875.2000	9881489.1000	-21.0057
23780	745901.2000	9881489.1000	-20.8843
23781	745927.2000	9881489.1000	-20.7520
23782	745953.2000	9881489.1000	-21.0349
23783	745979.2000	9881489.1000	-21.2345
23784	746005.2000	9881489.1000	-20.0455
23785	746031.2000	9881489.1000	-19.6759
23786	746057.2000	9881489.1000	-19.6502
23787	746083.2000	9881489.1000	-19.5184
23788	746109.2000	9881489.1000	-20.0592
23789	746135.2000	9881489.1000	-20.1851
23790	746161.2000	9881489.1000	-20.7488
23791	746187.2000	9881489.1000	-20.9894
23792	746213.2000	9881489.1000	-21.3941
23793	746239.2000	9881489.1000	-21.7676
23794	746265.2000	9881489.1000	-22.0353
23795	746291.2000	9881489.1000	-22.1011
23796	746317.2000	9881489.1000	-22.2836
23797	746343.2000	9881489.1000	-22.3963
23798	746369.2000	9881489.1000	-22.6076
23799	746395.2000	9881489.1000	-22.6099
23800	746421.2000	9881489.1000	-22.5396
23801	746447.2000	9881489.1000	-22.4006
23802	746473.2000	9881489.1000	-22.4304
23803	746499.2000	9881489.1000	-21.8636
23804	746525.2000	9881489.1000	-21.6169
23805	746551.2000	9881489.1000	-21.0679
23806	746577.2000	9881489.1000	-20.5302
23807	746603.2000	9881489.1000	-20.1480
23808	746629.2000	9881489.1000	-19.8583
23809	746655.2000	9881489.1000	-18.6245
23810	746681.2000	9881489.1000	-17.8705
23811	746707.2000	9881489.1000	-15.9685
23812	746733.2000	9881489.1000	-15.1208
23813	746759.2000	9881489.1000	-13.6227
23814	746785.2000	9881489.1000	-13.1527
23815	746811.2000	9881489.1000	-12.6594
23816	746837.2000	9881489.1000	-12.6775
23817	746863.2000	9881489.1000	-13.0125
23818	746889.2000	9881489.1000	-13.1880
23819	746915.2000	9881489.1000	-13.5286
23820	746941.2000	9881489.1000	-13.8330
23821	746967.2000	9881489.1000	-13.5946
23822	746993.2000	9881489.1000	-13.3077
23823	747019.2000	9881489.1000	-13.2824
23824	747045.2000	9881489.1000	-12.8448
23825	747071.2000	9881489.1000	-12.3096
23826	747097.2000	9881489.1000	-12.1560
23827	747123.2000	9881489.1000	-11.4817
23828	747149.2000	9881489.1000	-10.2845
23829	747175.2000	9881489.1000	-9.5033
23830	747201.2000	9881489.1000	-8.6421
23831	747227.2000	9881489.1000	-8.9363
23832	747253.2000	9881489.1000	-9.6393
23833	747279.2000	9881489.1000	-10.3650
23834	747305.2000	9881489.1000	-11.3191
23835	747331.2000	9881489.1000	-12.2097
23836	747357.2000	9881489.1000	-11.7365
23837	747383.2000	9881489.1000	-11.5421
23838	747409.2000	9881489.1000	-12.3289
23839	747435.2000	9881489.1000	-12.3687
23840	747461.2000	9881489.1000	-11.2666
23841	747487.2000	9881489.1000	-11.4735
23842	747513.2000	9881489.1000	-11.7825
23843	747539.2000	9881489.1000	-11.9653
23844	747565.2000	9881489.1000	-12.7023
23845	747591.2000	9881489.1000	-12.6583
23846	747617.2000	9881489.1000	-12.9267
23847	747643.2000	9881489.1000	-13.5416
23848	747669.2000	9881489.1000	-13.5237
23849	747695.2000	9881489.1000	-13.1581
23850	747721.2000	9881489.1000	-13.1337
23851	747747.2000	9881489.1000	-12.7351
23852	747773.2000	9881489.1000	-12.3638
23853	747799.2000	9881489.1000	-11.6648
23854	747825.2000	9881489.1000	-11.3620
23855	747851.2000	9881489.1000	-10.2332
23856	747877.2000	9881489.1000	-10.1417
23857	747903.2000	9881489.1000	-10.2642
23858	747929.2000	9881489.1000	-10.6192
23859	747955.2000	9881489.1000	-10.7703
23860	747981.2000	9881489.1000	-11.0894
23861	748007.2000	9881489.1000	-11.2050
23862	748033.2000	9881489.1000	-11.2985
23863	748059.2000	9881489.1000	-10.8784
23864	748085.2000	9881489.1000	-10.7175
23865	748111.2000	9881489.1000	-10.8680
23866	748137.2000	9881489.1000	-11.0385
23867	748163.2000	9881489.1000	-11.2970
23868	748189.2000	9881489.1000	-11.3328
23869	748215.2000	9881489.1000	-11.3539
23870	748241.2000	9881489.1000	-11.3963
23871	748267.2000	9881489.1000	-11.5697
23872	748293.2000	9881489.1000	-11.4758
23873	748319.2000	9881489.1000	-11.2691
23874	748345.2000	9881489.1000	-11.6046
23875	748371.2000	9881489.1000	-11.6089
23876	748397.2000	9881489.1000	-11.1080
23877	748423.2000	9881489.1000	-10.4475
23878	748449.2000	9881489.1000	-10.0247
23879	748475.2000	9881489.1000	-10.0662
23880	748501.2000	9881489.1000	-8.7881
23881	748527.2000	9881489.1000	-8.0482
23882	748553.2000	9881489.1000	-7.2665
23883	744991.2000	9881463.1000	-19.3905
23884	745017.2000	9881463.1000	-18.3029
23885	745043.2000	9881463.1000	-16.4734
23886	745069.2000	9881463.1000	-13.1196
23887	745095.2000	9881463.1000	-11.9962
23888	745121.2000	9881463.1000	-10.6549
23889	745147.2000	9881463.1000	-6.4685
23890	745173.2000	9881463.1000	-6.5059
23891	745199.2000	9881463.1000	-8.6867
23892	745225.2000	9881463.1000	-10.0921
23893	745251.2000	9881463.1000	-11.9015
23894	745277.2000	9881463.1000	-15.3675
23895	745303.2000	9881463.1000	-16.9689
23896	745329.2000	9881463.1000	-20.2980
23897	745355.2000	9881463.1000	-22.0738
23898	745381.2000	9881463.1000	-23.1164
23899	745407.2000	9881463.1000	-23.7982
23900	745433.2000	9881463.1000	-24.9327
23901	745459.2000	9881463.1000	-23.8995
23902	745485.2000	9881463.1000	-23.7636
23903	745511.2000	9881463.1000	-23.6829
23904	745537.2000	9881463.1000	-23.0685
23905	745563.2000	9881463.1000	-22.9303
23906	745589.2000	9881463.1000	-22.8793
23907	745615.2000	9881463.1000	-23.4286
23908	745641.2000	9881463.1000	-23.7411
23909	745667.2000	9881463.1000	-23.7544
23910	745693.2000	9881463.1000	-23.9401
23911	745719.2000	9881463.1000	-24.0301
23912	745745.2000	9881463.1000	-23.9258
23913	745771.2000	9881463.1000	-24.1450
23914	745797.2000	9881463.1000	-23.1592
23915	745823.2000	9881463.1000	-22.1318
23916	745849.2000	9881463.1000	-21.6653
23917	745875.2000	9881463.1000	-21.1007
23918	745901.2000	9881463.1000	-20.9397
23919	745927.2000	9881463.1000	-20.8823
23920	745953.2000	9881463.1000	-20.8886
23921	745979.2000	9881463.1000	-20.8273
23922	746005.2000	9881463.1000	-19.7982
23923	746031.2000	9881463.1000	-19.4754
23924	746057.2000	9881463.1000	-19.1552
23925	746083.2000	9881463.1000	-19.2015
23926	746109.2000	9881463.1000	-19.2938
23927	746135.2000	9881463.1000	-19.6964
23928	746161.2000	9881463.1000	-20.1985
23929	746187.2000	9881463.1000	-20.4489
23930	746213.2000	9881463.1000	-20.9374
23931	746239.2000	9881463.1000	-21.5764
23932	746265.2000	9881463.1000	-21.9252
23933	746291.2000	9881463.1000	-22.0720
23934	746317.2000	9881463.1000	-22.2780
23935	746343.2000	9881463.1000	-22.4182
23936	746369.2000	9881463.1000	-22.5886
23937	746395.2000	9881463.1000	-22.7172
23938	746421.2000	9881463.1000	-22.5578
23939	746447.2000	9881463.1000	-22.3570
23940	746473.2000	9881463.1000	-22.3049
23941	746499.2000	9881463.1000	-21.7519
23942	746525.2000	9881463.1000	-21.4335
23943	746551.2000	9881463.1000	-20.9109
23944	746577.2000	9881463.1000	-20.4808
23945	746603.2000	9881463.1000	-20.0424
23946	746629.2000	9881463.1000	-19.5210
23947	746655.2000	9881463.1000	-18.3595
23948	746681.2000	9881463.1000	-17.7645
23949	746707.2000	9881463.1000	-15.8020
23950	746733.2000	9881463.1000	-15.0475
23951	746759.2000	9881463.1000	-13.4514
23952	746785.2000	9881463.1000	-13.1061
23953	746811.2000	9881463.1000	-12.5670
