No	Id	X	Y	Intensitas
9547	9547	744991.2460	9883939.3600	-12.3898
9548	9548	745017.2460	9883939.3600	-12.3654
9549	9549	745043.2460	9883939.3600	-11.6874
9550	9550	745069.2460	9883939.3600	-11.6877
9551	9551	745095.2460	9883939.3600	-12.1824
9552	9552	745121.2460	9883939.3600	-13.5907
9553	9553	745147.2460	9883939.3600	-12.3655
9554	9554	745173.2460	9883939.3600	-12.2856
9555	9555	745199.2460	9883939.3600	-13.0895
9556	9556	745225.2460	9883939.3600	-13.0215
9557	9557	745251.2460	9883939.3600	-12.7197
9558	9558	745277.2460	9883939.3600	-12.9757
9559	9559	745303.2460	9883939.3600	-13.0428
9560	9560	745329.2460	9883939.3600	-12.7959
9561	9561	745355.2460	9883939.3600	-13.4398
9562	9562	745381.2460	9883939.3600	-13.8290
9563	9563	745407.2460	9883939.3600	-13.6243
9564	9564	745433.2460	9883939.3600	-13.7962
9565	9565	745459.2460	9883939.3600	-14.4994
9566	9566	745485.2460	9883939.3600	-12.7024
9567	9567	745511.2460	9883939.3600	-13.2590
9568	9568	745537.2460	9883939.3600	-12.2328
9569	9569	745563.2460	9883939.3600	-13.2609
9570	9570	745589.2460	9883939.3600	-15.5191
9571	9571	745615.2460	9883939.3600	-15.8572
9572	9572	745641.2460	9883939.3600	-16.4932
9573	9573	745667.2460	9883939.3600	-14.9652
9574	9574	745693.2460	9883939.3600	-14.4509
9575	9575	745719.2460	9883939.3600	-13.8555
9576	9576	745745.2460	9883939.3600	-14.8033
9577	9577	745771.2460	9883939.3600	-14.7630
9578	9578	745797.2460	9883939.3600	-13.2584
9579	9579	745823.2460	9883939.3600	-11.7636
9580	9580	745849.2460	9883939.3600	-12.6443
9581	9581	745875.2460	9883939.3600	-11.9809
9582	9582	745901.2460	9883939.3600	-11.2356
9583	9583	745927.2460	9883939.3600	-11.7207
9584	9584	745953.2460	9883939.3600	-11.2824
9585	9585	745979.2460	9883939.3600	-13.2486
9586	9586	746005.2460	9883939.3600	-14.2647
9587	9587	746031.2460	9883939.3600	-14.4323
9588	9588	746057.2460	9883939.3600	-15.5392
9589	9589	746083.2460	9883939.3600	-14.8912
9590	9590	746109.2460	9883939.3600	-13.0703
9591	9591	746135.2460	9883939.3600	-13.2212
9592	9592	746161.2460	9883939.3600	-15.6321
9593	9593	746187.2460	9883939.3600	-16.7377
9594	9594	746213.2460	9883939.3600	-16.7820
9595	9595	746239.2460	9883939.3600	-16.0020
9596	9596	746265.2460	9883939.3600	-16.1401
9597	9597	746291.2460	9883939.3600	-16.6492
9598	9598	746317.2460	9883939.3600	-17.0782
9599	9599	746343.2460	9883939.3600	-16.3539
9600	9600	746369.2460	9883939.3600	-16.1574
9601	9601	746395.2460	9883939.3600	-15.3244
9602	9602	746421.2460	9883939.3600	-15.2632
9603	9603	746447.2460	9883939.3600	-15.7304
9604	9604	746473.2460	9883939.3600	-14.9927
9605	9605	746499.2460	9883939.3600	-13.7986
9606	9606	746525.2460	9883939.3600	-14.6606
9607	9607	746551.2460	9883939.3600	-15.7884
9608	9608	746577.2460	9883939.3600	-15.6360
9609	9609	746603.2460	9883939.3600	-15.5579
9610	9610	746629.2460	9883939.3600	-15.5676
9611	9611	746655.2460	9883939.3600	-15.5508
9612	9612	746681.2460	9883939.3600	-15.6568
9613	9613	746707.2460	9883939.3600	-15.7710
9614	9614	742547.2460	9883913.3600	-13.6836
9615	9615	742573.2460	9883913.3600	-13.8404
9616	9616	742599.2460	9883913.3600	-13.6230
9617	9617	742625.2460	9883913.3600	-13.7764
9618	9618	742651.2460	9883913.3600	-14.0263
9619	9619	742677.2460	9883913.3600	-13.6534
9620	9620	742703.2460	9883913.3600	-14.2978
9621	9621	742729.2460	9883913.3600	-13.6059
9622	9622	742755.2460	9883913.3600	-13.4935
9623	9623	742781.2460	9883913.3600	-14.9581
9624	9624	742807.2460	9883913.3600	-14.5448
9625	9625	742833.2460	9883913.3600	-14.1604
9626	9626	742859.2460	9883913.3600	-14.2259
9627	9627	742885.2460	9883913.3600	-14.7671
9628	9628	742911.2460	9883913.3600	-10.5560
9629	9629	742937.2460	9883913.3600	-14.5749
9630	9630	742963.2460	9883913.3600	-13.3486
9631	9631	742989.2460	9883913.3600	-12.5655
9632	9632	743015.2460	9883913.3600	-12.7506
9633	9633	743041.2460	9883913.3600	-11.2752
9634	9634	743067.2460	9883913.3600	-12.0561
9635	9635	743093.2460	9883913.3600	-12.7642
9636	9636	743119.2460	9883913.3600	-11.1471
9637	9637	743145.2460	9883913.3600	-11.6714
9638	9638	743171.2460	9883913.3600	-13.0801
9639	9639	743197.2460	9883913.3600	-9.9233
9640	9640	743223.2460	9883913.3600	-5.0208
9641	9641	743249.2460	9883913.3600	-10.5809
9642	9642	743275.2460	9883913.3600	-12.6453
9643	9643	743301.2460	9883913.3600	-14.0776
9644	9644	743327.2460	9883913.3600	-13.7644
9645	9645	743353.2460	9883913.3600	-13.7574
9646	9646	743379.2460	9883913.3600	-14.5481
9647	9647	743405.2460	9883913.3600	-14.1449
9648	9648	743431.2460	9883913.3600	-7.1618
9649	9649	743457.2460	9883913.3600	-15.8261
9650	9650	743483.2460	9883913.3600	-14.9213
9651	9651	743509.2460	9883913.3600	-14.7012
9652	9652	743535.2460	9883913.3600	-14.8264
9653	9653	743561.2460	9883913.3600	-14.9888
9654	9654	743587.2460	9883913.3600	-14.8301
9655	9655	743613.2460	9883913.3600	-14.8071
9656	9656	743639.2460	9883913.3600	-14.2737
9657	9657	743665.2460	9883913.3600	-14.8983
9658	9658	743691.2460	9883913.3600	-14.2449
9659	9659	743717.2460	9883913.3600	-14.8409
9660	9660	743743.2460	9883913.3600	-14.2242
9661	9661	743769.2460	9883913.3600	-15.6993
9662	9662	743795.2460	9883913.3600	-16.0937
9663	9663	743821.2460	9883913.3600	-17.2485
9664	9664	743847.2460	9883913.3600	-16.7044
9665	9665	743873.2460	9883913.3600	-16.7664
9666	9666	743899.2460	9883913.3600	-15.2336
9667	9667	743925.2460	9883913.3600	-15.2737
9668	9668	743951.2460	9883913.3600	-13.1367
9669	9669	743977.2460	9883913.3600	-14.2606
9670	9670	744003.2460	9883913.3600	-14.8732
9671	9671	744029.2460	9883913.3600	-14.3001
9672	9672	744055.2460	9883913.3600	-14.7977
9673	9673	744081.2460	9883913.3600	-14.0439
9674	9674	744107.2460	9883913.3600	-13.7983
9675	9675	744133.2460	9883913.3600	-16.9879
9676	9676	744159.2460	9883913.3600	-14.7048
9677	9677	744185.2460	9883913.3600	-15.4251
9678	9678	744211.2460	9883913.3600	-15.1124
9679	9679	744237.2460	9883913.3600	-15.4722
9680	9680	744263.2460	9883913.3600	-15.4305
9681	9681	744289.2460	9883913.3600	-15.3219
9682	9682	744315.2460	9883913.3600	-14.8315
9683	9683	744341.2460	9883913.3600	-14.8133
9684	9684	744367.2460	9883913.3600	-15.3141
9685	9685	744393.2460	9883913.3600	-14.7006
9686	9686	744419.2460	9883913.3600	-14.3684
9687	9687	744445.2460	9883913.3600	-15.0771
9688	9688	744471.2460	9883913.3600	-14.7431
9689	9689	744497.2460	9883913.3600	-14.5792
9690	9690	744523.2460	9883913.3600	-14.4289
9691	9691	744549.2460	9883913.3600	-14.0921
9692	9692	744575.2460	9883913.3600	-13.9582
9693	9693	744601.2460	9883913.3600	-14.2588
9694	9694	744627.2460	9883913.3600	-15.8903
9695	9695	744653.2460	9883913.3600	-12.9819
9696	9696	744679.2460	9883913.3600	-11.7204
9697	9697	744705.2460	9883913.3600	-11.1133
9698	9698	744731.2460	9883913.3600	-13.1688
9699	9699	744757.2460	9883913.3600	-13.4861
9700	9700	744783.2460	9883913.3600	-12.9326
9701	9701	744809.2460	9883913.3600	-12.4481
9702	9702	744835.2460	9883913.3600	-0.6729
9703	9703	744861.2460	9883913.3600	-12.9888
9704	9704	744887.2460	9883913.3600	-13.3524
9705	9705	744913.2460	9883913.3600	-13.0965
9706	9706	744939.2460	9883913.3600	-12.9415
9707	9707	744965.2460	9883913.3600	-13.1859
9708	9708	744991.2460	9883913.3600	-12.5812
9709	9709	745017.2460	9883913.3600	-12.3361
9710	9710	745043.2460	9883913.3600	-11.8551
9711	9711	745069.2460	9883913.3600	-10.8347
9712	9712	745095.2460	9883913.3600	-12.4667
9713	9713	745121.2460	9883913.3600	-12.5642
9714	9714	745147.2460	9883913.3600	-12.2945
9715	9715	745173.2460	9883913.3600	-12.8373
9716	9716	745199.2460	9883913.3600	-12.9302
9717	9717	745225.2460	9883913.3600	-12.9410
9718	9718	745251.2460	9883913.3600	-12.3076
9719	9719	745277.2460	9883913.3600	-12.9723
9720	9720	745303.2460	9883913.3600	-12.8644
9721	9721	745329.2460	9883913.3600	-13.0104
9722	9722	745355.2460	9883913.3600	-13.2237
9723	9723	745381.2460	9883913.3600	-14.0173
9724	9724	745407.2460	9883913.3600	-14.0562
9725	9725	745433.2460	9883913.3600	-13.9501
9726	9726	745459.2460	9883913.3600	-14.8971
9727	9727	745485.2460	9883913.3600	-12.8783
9728	9728	745511.2460	9883913.3600	-12.7651
9729	9729	745537.2460	9883913.3600	-12.4734
9730	9730	745563.2460	9883913.3600	-13.3572
9731	9731	745589.2460	9883913.3600	-15.2057
9732	9732	745615.2460	9883913.3600	-15.5396
9733	9733	745641.2460	9883913.3600	-16.3098
9734	9734	745667.2460	9883913.3600	-15.6262
9735	9735	745693.2460	9883913.3600	-10.7954
9736	9736	745719.2460	9883913.3600	-13.2709
9737	9737	745745.2460	9883913.3600	-14.7774
9738	9738	745771.2460	9883913.3600	-15.5636
9739	9739	745797.2460	9883913.3600	-14.2116
9740	9740	745823.2460	9883913.3600	-11.8518
9741	9741	745849.2460	9883913.3600	-12.5832
9742	9742	745875.2460	9883913.3600	-11.6393
9743	9743	745901.2460	9883913.3600	-10.9008
9744	9744	745927.2460	9883913.3600	-11.5519
9745	9745	745953.2460	9883913.3600	-11.7511
9746	9746	745979.2460	9883913.3600	-13.0429
9747	9747	746005.2460	9883913.3600	-14.2025
9748	9748	746031.2460	9883913.3600	-14.5009
9749	9749	746057.2460	9883913.3600	-14.5050
9750	9750	746083.2460	9883913.3600	-14.5909
9751	9751	746109.2460	9883913.3600	-12.8493
9752	9752	746135.2460	9883913.3600	-13.0196
9753	9753	746161.2460	9883913.3600	-14.2410
9754	9754	746187.2460	9883913.3600	-15.2219
9755	9755	746213.2460	9883913.3600	-16.5789
9756	9756	746239.2460	9883913.3600	-17.7362
9757	9757	746265.2460	9883913.3600	-16.5617
9758	9758	746291.2460	9883913.3600	-16.0803
9759	9759	746317.2460	9883913.3600	-17.1983
9760	9760	746343.2460	9883913.3600	-16.3187
9761	9761	746369.2460	9883913.3600	-15.9267
9762	9762	746395.2460	9883913.3600	-15.1173
9763	9763	746421.2460	9883913.3600	-14.7966
9764	9764	746447.2460	9883913.3600	-15.5361
9765	9765	746473.2460	9883913.3600	-14.8417
9766	9766	746499.2460	9883913.3600	-14.1543
9767	9767	746525.2460	9883913.3600	-14.8409
9768	9768	746551.2460	9883913.3600	-15.2277
9769	9769	746577.2460	9883913.3600	-15.2454
9770	9770	746603.2460	9883913.3600	-15.4445
9771	9771	746629.2460	9883913.3600	-15.5649
9772	9772	746655.2460	9883913.3600	-15.6546
9773	9773	746681.2460	9883913.3600	-15.6734
9774	9774	746707.2460	9883913.3600	-15.8248
9775	9775	746733.2460	9883913.3600	-15.9515
9776	9776	742573.2460	9883887.3600	-13.1872
9777	9777	742599.2460	9883887.3600	-13.6998
9778	9778	742625.2460	9883887.3600	-14.2195
9779	9779	742651.2460	9883887.3600	-14.4186
9780	9780	742677.2460	9883887.3600	-12.8530
9781	9781	742703.2460	9883887.3600	-14.3201
9782	9782	742729.2460	9883887.3600	-14.6122
9783	9783	742755.2460	9883887.3600	-15.5142
9784	9784	742781.2460	9883887.3600	-14.6606
9785	9785	742807.2460	9883887.3600	-13.9727
9786	9786	742833.2460	9883887.3600	-14.4434
9787	9787	742859.2460	9883887.3600	-14.5536
9788	9788	742885.2460	9883887.3600	-14.3800
9789	9789	742911.2460	9883887.3600	-12.3101
9790	9790	742937.2460	9883887.3600	-15.0283
9791	9791	742963.2460	9883887.3600	-11.5512
9792	9792	742989.2460	9883887.3600	-11.5416
9793	9793	743015.2460	9883887.3600	-11.9543
9794	9794	743041.2460	9883887.3600	-12.7393
9795	9795	743067.2460	9883887.3600	-10.5064
9796	9796	743093.2460	9883887.3600	-11.7907
9797	9797	743119.2460	9883887.3600	-13.9722
9798	9798	743145.2460	9883887.3600	-10.7975
9799	9799	743171.2460	9883887.3600	-11.0103
9800	9800	743197.2460	9883887.3600	-14.6816
9801	9801	743223.2460	9883887.3600	-9.5683
9802	9802	743249.2460	9883887.3600	-5.0873
9803	9803	743275.2460	9883887.3600	-0.8707
9804	9804	743301.2460	9883887.3600	-14.6892
9805	9805	743327.2460	9883887.3600	-14.2916
9806	9806	743353.2460	9883887.3600	-13.4028
9807	9807	743379.2460	9883887.3600	-14.7030
9808	9808	743405.2460	9883887.3600	-14.5669
9809	9809	743431.2460	9883887.3600	-13.9322
9810	9810	743457.2460	9883887.3600	-14.4787
9811	9811	743483.2460	9883887.3600	-15.5194
9812	9812	743509.2460	9883887.3600	-14.1186
9813	9813	743535.2460	9883887.3600	-14.9737
9814	9814	743561.2460	9883887.3600	-14.7879
9815	9815	743587.2460	9883887.3600	-15.2743
9816	9816	743613.2460	9883887.3600	-14.9771
9817	9817	743639.2460	9883887.3600	-14.9848
9818	9818	743665.2460	9883887.3600	-15.3107
9819	9819	743691.2460	9883887.3600	-13.8485
9820	9820	743717.2460	9883887.3600	-15.5300
9821	9821	743743.2460	9883887.3600	-13.7504
9822	9822	743769.2460	9883887.3600	-15.0016
9823	9823	743795.2460	9883887.3600	-14.5604
9824	9824	743821.2460	9883887.3600	-14.7710
9825	9825	743847.2460	9883887.3600	-14.7013
9826	9826	743873.2460	9883887.3600	-16.5094
9827	9827	743899.2460	9883887.3600	-15.6975
9828	9828	743925.2460	9883887.3600	-15.2017
9829	9829	743951.2460	9883887.3600	-14.8215
9830	9830	743977.2460	9883887.3600	-14.9551
9831	9831	744003.2460	9883887.3600	-14.8572
9832	9832	744029.2460	9883887.3600	-15.1755
9833	9833	744055.2460	9883887.3600	-13.1119
9834	9834	744081.2460	9883887.3600	-15.0537
9835	9835	744107.2460	9883887.3600	-12.9786
9836	9836	744133.2460	9883887.3600	-14.1659
9837	9837	744159.2460	9883887.3600	-14.1997
9838	9838	744185.2460	9883887.3600	-14.3614
9839	9839	744211.2460	9883887.3600	-15.3477
9840	9840	744237.2460	9883887.3600	-16.0744
9841	9841	744263.2460	9883887.3600	-14.9018
9842	9842	744289.2460	9883887.3600	-14.8632
9843	9843	744315.2460	9883887.3600	-15.6213
9844	9844	744341.2460	9883887.3600	-15.3791
9845	9845	744367.2460	9883887.3600	-15.5540
9846	9846	744393.2460	9883887.3600	-14.9985
9847	9847	744419.2460	9883887.3600	-14.1572
9848	9848	744445.2460	9883887.3600	-14.8506
9849	9849	744471.2460	9883887.3600	-14.7294
9850	9850	744497.2460	9883887.3600	-14.3327
9851	9851	744523.2460	9883887.3600	-13.8179
9852	9852	744549.2460	9883887.3600	-14.4299
9853	9853	744575.2460	9883887.3600	-14.3518
9854	9854	744601.2460	9883887.3600	-14.3158
9855	9855	744627.2460	9883887.3600	-12.2534
9856	9856	744653.2460	9883887.3600	-12.9258
9857	9857	744679.2460	9883887.3600	-16.0578
9858	9858	744705.2460	9883887.3600	-12.9588
9859	9859	744731.2460	9883887.3600	-13.1072
9860	9860	744757.2460	9883887.3600	-14.0691
9861	9861	744783.2460	9883887.3600	-12.6137
9862	9862	744809.2460	9883887.3600	-12.8259
9863	9863	744835.2460	9883887.3600	-12.8317
9864	9864	744861.2460	9883887.3600	-12.3611
9865	9865	744887.2460	9883887.3600	-14.2105
9866	9866	744913.2460	9883887.3600	-13.8988
9867	9867	744939.2460	9883887.3600	-11.3952
9868	9868	744965.2460	9883887.3600	-12.1124
9869	9869	744991.2460	9883887.3600	-12.2842
9870	9870	745017.2460	9883887.3600	-11.7929
9871	9871	745043.2460	9883887.3600	-11.6725
9872	9872	745069.2460	9883887.3600	-11.9761
9873	9873	745095.2460	9883887.3600	-11.7001
9874	9874	745121.2460	9883887.3600	-11.3011
9875	9875	745147.2460	9883887.3600	-11.6986
9876	9876	745173.2460	9883887.3600	-11.7014
9877	9877	745199.2460	9883887.3600	-13.1201
9878	9878	745225.2460	9883887.3600	-13.1089
9879	9879	745251.2460	9883887.3600	-12.6481
9880	9880	745277.2460	9883887.3600	-12.9506
9881	9881	745303.2460	9883887.3600	-12.7419
9882	9882	745329.2460	9883887.3600	-13.5583
9883	9883	745355.2460	9883887.3600	-13.1998
9884	9884	745381.2460	9883887.3600	-13.7397
9885	9885	745407.2460	9883887.3600	-14.5326
9886	9886	745433.2460	9883887.3600	-13.9643
9887	9887	745459.2460	9883887.3600	-14.9782
9888	9888	745485.2460	9883887.3600	-13.0923
9889	9889	745511.2460	9883887.3600	-12.7020
9890	9890	745537.2460	9883887.3600	-11.8354
9891	9891	745563.2460	9883887.3600	-13.0309
9892	9892	745589.2460	9883887.3600	-15.0022
9893	9893	745615.2460	9883887.3600	-15.6024
9894	9894	745641.2460	9883887.3600	-15.4053
9895	9895	745667.2460	9883887.3600	-17.0385
9896	9896	745693.2460	9883887.3600	-10.9474
9897	9897	745719.2460	9883887.3600	-11.8059
9898	9898	745745.2460	9883887.3600	-14.5781
9899	9899	745771.2460	9883887.3600	-15.7510
9900	9900	745797.2460	9883887.3600	-13.8889
9901	9901	745823.2460	9883887.3600	-11.9143
9902	9902	745849.2460	9883887.3600	-11.1741
9903	9903	745875.2460	9883887.3600	-11.9792
9904	9904	745901.2460	9883887.3600	-11.4640
9905	9905	745927.2460	9883887.3600	-10.9187
9906	9906	745953.2460	9883887.3600	-11.2905
9907	9907	745979.2460	9883887.3600	-13.7489
9908	9908	746005.2460	9883887.3600	-14.2930
9909	9909	746031.2460	9883887.3600	-14.3499
9910	9910	746057.2460	9883887.3600	-15.7568
9911	9911	746083.2460	9883887.3600	-14.5714
9912	9912	746109.2460	9883887.3600	-13.9646
9913	9913	746135.2460	9883887.3600	-13.1633
9914	9914	746161.2460	9883887.3600	-15.1675
9915	9915	746187.2460	9883887.3600	-15.8296
9916	9916	746213.2460	9883887.3600	-16.6252
9917	9917	746239.2460	9883887.3600	-18.8510
9918	9918	746265.2460	9883887.3600	-16.9270
9919	9919	746291.2460	9883887.3600	-15.9104
9920	9920	746317.2460	9883887.3600	-16.8532
9921	9921	746343.2460	9883887.3600	-16.1982
9922	9922	746369.2460	9883887.3600	-15.9471
9923	9923	746395.2460	9883887.3600	-15.1284
9924	9924	746421.2460	9883887.3600	-14.8317
9925	9925	746447.2460	9883887.3600	-15.5602
9926	9926	746473.2460	9883887.3600	-14.6998
9927	9927	746499.2460	9883887.3600	-14.1159
9928	9928	746525.2460	9883887.3600	-14.9627
9929	9929	746551.2460	9883887.3600	-14.7103
9930	9930	746577.2460	9883887.3600	-15.3383
9931	9931	746603.2460	9883887.3600	-15.6638
9932	9932	746629.2460	9883887.3600	-15.5482
9933	9933	746655.2460	9883887.3600	-15.6855
9934	9934	746681.2460	9883887.3600	-15.7864
9935	9935	746707.2460	9883887.3600	-15.9598
9936	9936	746733.2460	9883887.3600	-16.0478
9937	9937	742599.2460	9883861.3600	-3.4087
9938	9938	742625.2460	9883861.3600	-14.3714
9939	9939	742651.2460	9883861.3600	-14.2654
9940	9940	742677.2460	9883861.3600	-12.9950
9941	9941	742703.2460	9883861.3600	-14.5809
9942	9942	742729.2460	9883861.3600	-14.1119
9943	9943	742755.2460	9883861.3600	-15.2716
9944	9944	742781.2460	9883861.3600	-16.1658
9945	9945	742807.2460	9883861.3600	-15.5226
9946	9946	742833.2460	9883861.3600	-14.6989
9947	9947	742859.2460	9883861.3600	-14.9829
9948	9948	742885.2460	9883861.3600	-14.2584
9949	9949	742911.2460	9883861.3600	-13.3038
9950	9950	742937.2460	9883861.3600	-11.7967
9951	9951	742963.2460	9883861.3600	-12.2859
9952	9952	742989.2460	9883861.3600	-12.3005
9953	9953	743015.2460	9883861.3600	-11.7287
9954	9954	743041.2460	9883861.3600	-11.6615
9955	9955	743067.2460	9883861.3600	-11.6047
9956	9956	743093.2460	9883861.3600	-12.7870
9957	9957	743119.2460	9883861.3600	-12.2489
9958	9958	743145.2460	9883861.3600	-13.6308
9959	9959	743171.2460	9883861.3600	-13.5002
9960	9960	743197.2460	9883861.3600	-2.8825
9961	9961	743223.2460	9883861.3600	-14.7279
9962	9962	743249.2460	9883861.3600	-13.4027
9963	9963	743275.2460	9883861.3600	-6.3885
9964	9964	743301.2460	9883861.3600	-1.1063
9965	9965	743327.2460	9883861.3600	-14.3008
9966	9966	743353.2460	9883861.3600	-14.4932
9967	9967	743379.2460	9883861.3600	-14.2071
9968	9968	743405.2460	9883861.3600	-14.6664
9969	9969	743431.2460	9883861.3600	-14.6853
9970	9970	743457.2460	9883861.3600	-14.7913
9971	9971	743483.2460	9883861.3600	-9.6689
9972	9972	743509.2460	9883861.3600	-14.7644
9973	9973	743535.2460	9883861.3600	-14.6554
9974	9974	743561.2460	9883861.3600	-15.1138
9975	9975	743587.2460	9883861.3600	-14.9568
9976	9976	743613.2460	9883861.3600	-14.9275
9977	9977	743639.2460	9883861.3600	-14.9882
9978	9978	743665.2460	9883861.3600	-14.8856
9979	9979	743691.2460	9883861.3600	-14.4960
9980	9980	743717.2460	9883861.3600	-15.2951
9981	9981	743743.2460	9883861.3600	-15.0354
9982	9982	743769.2460	9883861.3600	-15.1300
9983	9983	743795.2460	9883861.3600	-15.6927
9984	9984	743821.2460	9883861.3600	-15.8943
9985	9985	743847.2460	9883861.3600	-15.7367
9986	9986	743873.2460	9883861.3600	-15.8394
9987	9987	743899.2460	9883861.3600	-16.1517
9988	9988	743925.2460	9883861.3600	-16.7046
9989	9989	743951.2460	9883861.3600	-15.2332
9990	9990	743977.2460	9883861.3600	-15.3849
9991	9991	744003.2460	9883861.3600	-15.9627
9992	9992	744029.2460	9883861.3600	-14.3530
9993	9993	744055.2460	9883861.3600	-14.8154
9994	9994	744081.2460	9883861.3600	-13.8253
9995	9995	744107.2460	9883861.3600	-14.3730
9996	9996	744133.2460	9883861.3600	-15.3387
9997	9997	744159.2460	9883861.3600	-14.6540
9998	9998	744185.2460	9883861.3600	-16.0904
9999	9999	744211.2460	9883861.3600	-14.9883
10000	10000	744237.2460	9883861.3600	-15.1524
10001	10001	744263.2460	9883861.3600	-14.3029
10002	10002	744289.2460	9883861.3600	-14.8657
10003	10003	744315.2460	9883861.3600	-15.2688
10004	10004	744341.2460	9883861.3600	-15.1399
10005	10005	744367.2460	9883861.3600	-14.8691
10006	10006	744393.2460	9883861.3600	-15.3546
10007	10007	744419.2460	9883861.3600	-14.3761
10008	10008	744445.2460	9883861.3600	-13.9856
10009	10009	744471.2460	9883861.3600	-14.0860
10010	10010	744497.2460	9883861.3600	-13.9230
10011	10011	744523.2460	9883861.3600	-6.8639
10012	10012	744549.2460	9883861.3600	-12.2568
10013	10013	744575.2460	9883861.3600	-13.9755
10014	10014	744601.2460	9883861.3600	-13.3255
10015	10015	744627.2460	9883861.3600	-12.9807
10016	10016	744653.2460	9883861.3600	-12.9588
10017	10017	744679.2460	9883861.3600	-13.7016
10018	10018	744705.2460	9883861.3600	-15.5125
10019	10019	744731.2460	9883861.3600	-12.7157
10020	10020	744757.2460	9883861.3600	-13.3757
10021	10021	744783.2460	9883861.3600	-12.5193
10022	10022	744809.2460	9883861.3600	-12.8682
10023	10023	744835.2460	9883861.3600	-13.5978
10024	10024	744861.2460	9883861.3600	-13.5503
10025	10025	744887.2460	9883861.3600	-10.2550
10026	10026	744913.2460	9883861.3600	-14.2564
10027	10027	744939.2460	9883861.3600	-13.2704
10028	10028	744965.2460	9883861.3600	-12.9457
10029	10029	744991.2460	9883861.3600	-12.8861
10030	10030	745017.2460	9883861.3600	-11.8062
10031	10031	745043.2460	9883861.3600	-11.7775
10032	10032	745069.2460	9883861.3600	-11.8961
10033	10033	745095.2460	9883861.3600	-12.5788
10034	10034	745121.2460	9883861.3600	-12.7234
10035	10035	745147.2460	9883861.3600	-14.6093
10036	10036	745173.2460	9883861.3600	-12.7553
10037	10037	745199.2460	9883861.3600	-12.8959
10038	10038	745225.2460	9883861.3600	-13.0606
10039	10039	745251.2460	9883861.3600	-13.5555
10040	10040	745277.2460	9883861.3600	-13.0659
10041	10041	745303.2460	9883861.3600	-13.2864
10042	10042	745329.2460	9883861.3600	-13.6463
10043	10043	745355.2460	9883861.3600	-13.7465
10044	10044	745381.2460	9883861.3600	-13.6379
10045	10045	745407.2460	9883861.3600	-14.3937
10046	10046	745433.2460	9883861.3600	-14.0993
10047	10047	745459.2460	9883861.3600	-13.4157
10048	10048	745485.2460	9883861.3600	-12.3441
10049	10049	745511.2460	9883861.3600	-12.1831
10050	10050	745537.2460	9883861.3600	-12.0886
10051	10051	745563.2460	9883861.3600	-12.0617
10052	10052	745589.2460	9883861.3600	-14.4551
10053	10053	745615.2460	9883861.3600	-15.5098
10054	10054	745641.2460	9883861.3600	-15.7352
10055	10055	745667.2460	9883861.3600	-15.6022
10056	10056	745693.2460	9883861.3600	-16.3371
10057	10057	745719.2460	9883861.3600	-15.4276
10058	10058	745745.2460	9883861.3600	-15.6644
10059	10059	745771.2460	9883861.3600	-15.5242
10060	10060	745797.2460	9883861.3600	-13.6152
10061	10061	745823.2460	9883861.3600	-11.8717
10062	10062	745849.2460	9883861.3600	-11.5465
10063	10063	745875.2460	9883861.3600	-10.7269
10064	10064	745901.2460	9883861.3600	-11.3977
10065	10065	745927.2460	9883861.3600	-10.6397
10066	10066	745953.2460	9883861.3600	-12.3405
10067	10067	745979.2460	9883861.3600	-13.6331
10068	10068	746005.2460	9883861.3600	-14.2910
10069	10069	746031.2460	9883861.3600	-14.6211
10070	10070	746057.2460	9883861.3600	-15.8327
10071	10071	746083.2460	9883861.3600	-14.7351
10072	10072	746109.2460	9883861.3600	-14.2072
10073	10073	746135.2460	9883861.3600	-13.1722
10074	10074	746161.2460	9883861.3600	-15.2626
10075	10075	746187.2460	9883861.3600	-15.3044
10076	10076	746213.2460	9883861.3600	-15.8814
10077	10077	746239.2460	9883861.3600	-17.7080
10078	10078	746265.2460	9883861.3600	-17.5482
10079	10079	746291.2460	9883861.3600	-15.9861
10080	10080	746317.2460	9883861.3600	-16.7181
10081	10081	746343.2460	9883861.3600	-16.1636
10082	10082	746369.2460	9883861.3600	-15.8347
10083	10083	746395.2460	9883861.3600	-14.9246
10084	10084	746421.2460	9883861.3600	-14.5955
10085	10085	746447.2460	9883861.3600	-15.1176
10086	10086	746473.2460	9883861.3600	-14.4494
10087	10087	746499.2460	9883861.3600	-14.1160
10088	10088	746525.2460	9883861.3600	-14.8977
10089	10089	746551.2460	9883861.3600	-14.8649
10090	10090	746577.2460	9883861.3600	-15.1437
10091	10091	746603.2460	9883861.3600	-15.0728
10092	10092	746629.2460	9883861.3600	-15.7217
10093	10093	746655.2460	9883861.3600	-15.8211
10094	10094	746681.2460	9883861.3600	-15.8107
10095	10095	746707.2460	9883861.3600	-15.9109
10096	10096	746733.2460	9883861.3600	-16.0208
10097	10097	746759.2460	9883861.3600	-16.2614
10098	10098	742625.2460	9883835.3600	-14.4190
10099	10099	742651.2460	9883835.3600	-13.3092
10100	10100	742677.2460	9883835.3600	-13.4890
10101	10101	742703.2460	9883835.3600	-14.1803
10102	10102	742729.2460	9883835.3600	-13.2415
10103	10103	742755.2460	9883835.3600	-15.0923
10104	10104	742781.2460	9883835.3600	-15.3657
10105	10105	742807.2460	9883835.3600	-14.6035
