Id	X	Y	Rugositas
11695	745693.10120	9883590.79960	1.00061
11696	745719.10120	9883590.79960	1.00044
11697	745745.10120	9883590.79960	1.00052
11698	745771.10120	9883590.79960	1.00036
11699	745797.10120	9883590.79960	1.00030
11700	745823.10120	9883590.79960	1.00070
11701	745849.10120	9883590.79960	1.00015
11702	745875.10120	9883590.79960	1.00011
11703	745901.10120	9883590.79960	1.00008
11704	745927.10120	9883590.79960	1.00005
11705	745953.10120	9883590.79960	1.00009
11706	745979.10120	9883590.79960	1.00106
11707	746005.10120	9883590.79960	1.00038
11708	746031.10120	9883590.79960	1.00009
11709	746057.10120	9883590.79960	1.00015
11710	746083.10120	9883590.79960	1.00004
11711	746109.10120	9883590.79960	1.00010
11712	746135.10120	9883590.79960	1.00005
11713	746161.10120	9883590.79960	1.00001
11714	746187.10120	9883590.79960	1.00067
11715	746213.10120	9883590.79960	1.00044
11716	746239.10120	9883590.79960	1.00009
11717	746265.10120	9883590.79960	1.00006
11718	746291.10120	9883590.79960	1.00004
11719	746317.10120	9883590.79960	1.00007
11720	746343.10120	9883590.79960	1.00006
11721	746369.10120	9883590.79960	1.00007
11722	746395.10120	9883590.79960	1.00005
11723	746421.10120	9883590.79960	1.00010
11724	746447.10120	9883590.79960	1.00057
11725	746473.10120	9883590.79960	1.00032
11726	746499.10120	9883590.79960	1.00001
11727	746525.10120	9883590.79960	1.00002
11728	746551.10120	9883590.79960	1.00004
11729	746577.10120	9883590.79960	1.00001
11730	746603.10120	9883590.79960	1.00000
11731	746629.10120	9883590.79960	1.00000
11732	746655.10120	9883590.79960	1.00000
11733	746681.10120	9883590.79960	1.00002
11734	746707.10120	9883590.79960	1.00002
11735	746733.10120	9883590.79960	1.00011
11736	746759.10120	9883590.79960	1.00001
11737	746785.10120	9883590.79960	1.00000
11738	746811.10120	9883590.79960	1.00004
11739	746837.10120	9883590.79960	1.00018
11740	746863.10120	9883590.79960	1.00011
11741	746889.10120	9883590.79960	1.00005
11742	746915.10120	9883590.79960	1.00002
11743	746941.10120	9883590.79960	1.00005
11744	746967.10120	9883590.79960	1.00005
11745	742885.10120	9883564.79960	1.00013
11746	742911.10120	9883564.79960	1.00016
11747	742937.10120	9883564.79960	1.00014
11748	742963.10120	9883564.79960	1.00011
11749	742989.10120	9883564.79960	1.00008
11750	743015.10120	9883564.79960	1.00008
11751	743041.10120	9883564.79960	1.00005
11752	743067.10120	9883564.79960	1.00001
11753	743093.10120	9883564.79960	1.00002
11754	743119.10120	9883564.79960	1.00002
11755	743145.10120	9883564.79960	1.00013
11756	743171.10120	9883564.79960	1.00010
11757	743197.10120	9883564.79960	1.00005
11758	743223.10120	9883564.79960	1.00007
11759	743249.10120	9883564.79960	1.00001
11760	743275.10120	9883564.79960	1.00001
11761	743301.10120	9883564.79960	1.00000
11762	743327.10120	9883564.79960	1.00001
11763	743353.10120	9883564.79960	1.00002
11764	743379.10120	9883564.79960	1.00003
11765	743405.10120	9883564.79960	1.00002
11766	743431.10120	9883564.79960	1.00006
11767	743457.10120	9883564.79960	1.00003
11768	743483.10120	9883564.79960	1.00004
11769	743509.10120	9883564.79960	1.00002
11770	743535.10120	9883564.79960	1.00003
11771	743561.10120	9883564.79960	1.00000
11772	743587.10120	9883564.79960	1.00001
11773	743613.10120	9883564.79960	1.00002
11774	743639.10120	9883564.79960	1.00004
11775	743665.10120	9883564.79960	1.00002
11776	743691.10120	9883564.79960	1.00001
11777	743717.10120	9883564.79960	1.00001
11778	743743.10120	9883564.79960	1.00002
11779	743769.10120	9883564.79960	1.00001
11780	743795.10120	9883564.79960	1.00001
11781	743821.10120	9883564.79960	1.00002
11782	743847.10120	9883564.79960	1.00001
11783	743873.10120	9883564.79960	1.00002
11784	743899.10120	9883564.79960	1.00002
11785	743925.10120	9883564.79960	1.00001
11786	743951.10120	9883564.79960	1.00009
11787	743977.10120	9883564.79960	1.00017
11788	744003.10120	9883564.79960	1.00008
11789	744029.10120	9883564.79960	1.00003
11790	744055.10120	9883564.79960	1.00004
11791	744081.10120	9883564.79960	1.00002
11792	744107.10120	9883564.79960	1.00003
11793	744133.10120	9883564.79960	1.00003
11794	744159.10120	9883564.79960	1.00002
11795	744185.10120	9883564.79960	1.00002
11796	744211.10120	9883564.79960	1.00002
11797	744237.10120	9883564.79960	1.00001
11798	744263.10120	9883564.79960	1.00001
11799	744289.10120	9883564.79960	1.00001
11800	744315.10120	9883564.79960	1.00000
11801	744341.10120	9883564.79960	1.00001
11802	744367.10120	9883564.79960	1.00001
11803	744393.10120	9883564.79960	1.00000
11804	744419.10120	9883564.79960	1.00000
11805	744445.10120	9883564.79960	1.00001
11806	744471.10120	9883564.79960	1.00003
11807	744497.10120	9883564.79960	1.00001
11808	744523.10120	9883564.79960	1.00001
11809	744549.10120	9883564.79960	1.00000
11810	744575.10120	9883564.79960	1.00005
11811	744601.10120	9883564.79960	1.00004
11812	744627.10120	9883564.79960	1.00001
11813	744653.10120	9883564.79960	1.00003
11814	744679.10120	9883564.79960	1.00003
11815	744705.10120	9883564.79960	1.00003
11816	744731.10120	9883564.79960	1.00005
11817	744757.10120	9883564.79960	1.00004
11818	744783.10120	9883564.79960	1.00004
11819	744809.10120	9883564.79960	1.00007
11820	744835.10120	9883564.79960	1.00011
11821	744861.10120	9883564.79960	1.00010
11822	744887.10120	9883564.79960	1.00010
11823	744913.10120	9883564.79960	1.00012
11824	744939.10120	9883564.79960	1.00003
11825	744965.10120	9883564.79960	1.00007
11826	744991.10120	9883564.79960	1.00015
11827	745017.10120	9883564.79960	1.00030
11828	745043.10120	9883564.79960	1.00004
11829	745069.10120	9883564.79960	1.00010
11830	745095.10120	9883564.79960	1.00010
11831	745121.10120	9883564.79960	1.00005
11832	745147.10120	9883564.79960	1.00005
11833	745173.10120	9883564.79960	1.00003
11834	745199.10120	9883564.79960	1.00002
11835	745225.10120	9883564.79960	1.00005
11836	745251.10120	9883564.79960	1.00007
11837	745277.10120	9883564.79960	1.00008
11838	745303.10120	9883564.79960	1.00015
11839	745329.10120	9883564.79960	1.00003
11840	745355.10120	9883564.79960	1.00005
11841	745381.10120	9883564.79960	1.00032
11842	745407.10120	9883564.79960	1.00080
11843	745433.10120	9883564.79960	1.00092
11844	745459.10120	9883564.79960	1.00069
11845	745485.10120	9883564.79960	1.00096
11846	745511.10120	9883564.79960	1.00084
11847	745537.10120	9883564.79960	1.00067
11848	745563.10120	9883564.79960	1.00034
11849	745589.10120	9883564.79960	1.00107
11850	745615.10120	9883564.79960	1.00143
11851	745641.10120	9883564.79960	1.00078
11852	745667.10120	9883564.79960	1.00094
11853	745693.10120	9883564.79960	1.00101
11854	745719.10120	9883564.79960	1.00074
11855	745745.10120	9883564.79960	1.00144
11856	745771.10120	9883564.79960	1.00070
11857	745797.10120	9883564.79960	1.00021
11858	745823.10120	9883564.79960	1.00018
11859	745849.10120	9883564.79960	1.00012
11860	745875.10120	9883564.79960	1.00008
11861	745901.10120	9883564.79960	1.00004
11862	745927.10120	9883564.79960	1.00005
11863	745953.10120	9883564.79960	1.00025
11864	745979.10120	9883564.79960	1.00113
11865	746005.10120	9883564.79960	1.00063
11866	746031.10120	9883564.79960	1.00013
11867	746057.10120	9883564.79960	1.00018
11868	746083.10120	9883564.79960	1.00004
11869	746109.10120	9883564.79960	1.00010
11870	746135.10120	9883564.79960	1.00006
11871	746161.10120	9883564.79960	1.00001
11872	746187.10120	9883564.79960	1.00059
11873	746213.10120	9883564.79960	1.00037
11874	746239.10120	9883564.79960	1.00007
11875	746265.10120	9883564.79960	1.00017
11876	746291.10120	9883564.79960	1.00014
11877	746317.10120	9883564.79960	1.00015
11878	746343.10120	9883564.79960	1.00015
11879	746369.10120	9883564.79960	1.00012
11880	746395.10120	9883564.79960	1.00010
11881	746421.10120	9883564.79960	1.00017
11882	746447.10120	9883564.79960	1.00057
11883	746473.10120	9883564.79960	1.00039
11884	746499.10120	9883564.79960	1.00013
11885	746525.10120	9883564.79960	1.00002
11886	746551.10120	9883564.79960	1.00003
11887	746577.10120	9883564.79960	1.00001
11888	746603.10120	9883564.79960	1.00001
11889	746629.10120	9883564.79960	1.00001
11890	746655.10120	9883564.79960	1.00001
11891	746681.10120	9883564.79960	1.00002
11892	746707.10120	9883564.79960	1.00003
11893	746733.10120	9883564.79960	1.00019
11894	746759.10120	9883564.79960	1.00001
11895	746785.10120	9883564.79960	1.00001
11896	746811.10120	9883564.79960	1.00005
11897	746837.10120	9883564.79960	1.00025
11898	746863.10120	9883564.79960	1.00015
11899	746889.10120	9883564.79960	1.00008
11900	746915.10120	9883564.79960	1.00008
11901	746941.10120	9883564.79960	1.00006
11902	746967.10120	9883564.79960	1.00008
11903	746993.10120	9883564.79960	1.00007
11904	742911.10120	9883538.79960	1.00002
11905	742937.10120	9883538.79960	1.00003
11906	742963.10120	9883538.79960	1.00006
11907	742989.10120	9883538.79960	1.00006
11908	743015.10120	9883538.79960	1.00002
11909	743041.10120	9883538.79960	1.00001
11910	743067.10120	9883538.79960	1.00001
11911	743093.10120	9883538.79960	1.00001
11912	743119.10120	9883538.79960	1.00001
11913	743145.10120	9883538.79960	1.00012
11914	743171.10120	9883538.79960	1.00008
11915	743197.10120	9883538.79960	1.00003
11916	743223.10120	9883538.79960	1.00007
11917	743249.10120	9883538.79960	1.00002
11918	743275.10120	9883538.79960	1.00002
11919	743301.10120	9883538.79960	1.00000
11920	743327.10120	9883538.79960	1.00000
11921	743353.10120	9883538.79960	1.00001
11922	743379.10120	9883538.79960	1.00005
11923	743405.10120	9883538.79960	1.00003
11924	743431.10120	9883538.79960	1.00006
11925	743457.10120	9883538.79960	1.00002
11926	743483.10120	9883538.79960	1.00002
11927	743509.10120	9883538.79960	1.00002
11928	743535.10120	9883538.79960	1.00004
11929	743561.10120	9883538.79960	1.00001
11930	743587.10120	9883538.79960	1.00001
11931	743613.10120	9883538.79960	1.00002
11932	743639.10120	9883538.79960	1.00003
11933	743665.10120	9883538.79960	1.00002
11934	743691.10120	9883538.79960	1.00002
11935	743717.10120	9883538.79960	1.00001
11936	743743.10120	9883538.79960	1.00001
11937	743769.10120	9883538.79960	1.00001
11938	743795.10120	9883538.79960	1.00001
11939	743821.10120	9883538.79960	1.00001
11940	743847.10120	9883538.79960	1.00001
11941	743873.10120	9883538.79960	1.00002
11942	743899.10120	9883538.79960	1.00001
11943	743925.10120	9883538.79960	1.00003
11944	743951.10120	9883538.79960	1.00008
11945	743977.10120	9883538.79960	1.00007
11946	744003.10120	9883538.79960	1.00006
11947	744029.10120	9883538.79960	1.00003
11948	744055.10120	9883538.79960	1.00004
11949	744081.10120	9883538.79960	1.00002
11950	744107.10120	9883538.79960	1.00003
11951	744133.10120	9883538.79960	1.00001
11952	744159.10120	9883538.79960	1.00001
11953	744185.10120	9883538.79960	1.00003
11954	744211.10120	9883538.79960	1.00002
11955	744237.10120	9883538.79960	1.00001
11956	744263.10120	9883538.79960	1.00002
11957	744289.10120	9883538.79960	1.00001
11958	744315.10120	9883538.79960	1.00000
11959	744341.10120	9883538.79960	1.00001
11960	744367.10120	9883538.79960	1.00001
11961	744393.10120	9883538.79960	1.00001
11962	744419.10120	9883538.79960	1.00001
11963	744445.10120	9883538.79960	1.00001
11964	744471.10120	9883538.79960	1.00002
11965	744497.10120	9883538.79960	1.00001
11966	744523.10120	9883538.79960	1.00001
11967	744549.10120	9883538.79960	1.00000
11968	744575.10120	9883538.79960	1.00007
11969	744601.10120	9883538.79960	1.00007
11970	744627.10120	9883538.79960	1.00002
11971	744653.10120	9883538.79960	1.00002
11972	744679.10120	9883538.79960	1.00002
11973	744705.10120	9883538.79960	1.00003
11974	744731.10120	9883538.79960	1.00003
11975	744757.10120	9883538.79960	1.00003
11976	744783.10120	9883538.79960	1.00003
11977	744809.10120	9883538.79960	1.00007
11978	744835.10120	9883538.79960	1.00007
11979	744861.10120	9883538.79960	1.00009
11980	744887.10120	9883538.79960	1.00010
11981	744913.10120	9883538.79960	1.00014
11982	744939.10120	9883538.79960	1.00010
11983	744965.10120	9883538.79960	1.00016
11984	744991.10120	9883538.79960	1.00012
11985	745017.10120	9883538.79960	1.00024
11986	745043.10120	9883538.79960	1.00006
11987	745069.10120	9883538.79960	1.00011
11988	745095.10120	9883538.79960	1.00005
11989	745121.10120	9883538.79960	1.00008
11990	745147.10120	9883538.79960	1.00004
11991	745173.10120	9883538.79960	1.00002
11992	745199.10120	9883538.79960	1.00002
11993	745225.10120	9883538.79960	1.00003
11994	745251.10120	9883538.79960	1.00005
11995	745277.10120	9883538.79960	1.00012
11996	745303.10120	9883538.79960	1.00023
11997	745329.10120	9883538.79960	1.00003
11998	745355.10120	9883538.79960	1.00009
11999	745381.10120	9883538.79960	1.00037
12000	745407.10120	9883538.79960	1.00073
12001	745433.10120	9883538.79960	1.00063
12002	745459.10120	9883538.79960	1.00043
12003	745485.10120	9883538.79960	1.00118
12004	745511.10120	9883538.79960	1.00059
12005	745537.10120	9883538.79960	1.00060
12006	745563.10120	9883538.79960	1.00039
12007	745589.10120	9883538.79960	1.00133
12008	745615.10120	9883538.79960	1.00185
12009	745641.10120	9883538.79960	1.00170
12010	745667.10120	9883538.79960	1.00111
12011	745693.10120	9883538.79960	1.00106
12012	745719.10120	9883538.79960	1.00103
12013	745745.10120	9883538.79960	1.00175
12014	745771.10120	9883538.79960	1.00119
12015	745797.10120	9883538.79960	1.00022
12016	745823.10120	9883538.79960	1.00012
12017	745849.10120	9883538.79960	1.00012
12018	745875.10120	9883538.79960	1.00006
12019	745901.10120	9883538.79960	1.00003
12020	745927.10120	9883538.79960	1.00001
12021	745953.10120	9883538.79960	1.00022
12022	745979.10120	9883538.79960	1.00047
12023	746005.10120	9883538.79960	1.00046
12024	746031.10120	9883538.79960	1.00028
12025	746057.10120	9883538.79960	1.00025
12026	746083.10120	9883538.79960	1.00004
12027	746109.10120	9883538.79960	1.00010
12028	746135.10120	9883538.79960	1.00010
12029	746161.10120	9883538.79960	1.00003
12030	746187.10120	9883538.79960	1.00036
12031	746213.10120	9883538.79960	1.00022
12032	746239.10120	9883538.79960	1.00008
12033	746265.10120	9883538.79960	1.00017
12034	746291.10120	9883538.79960	1.00011
12035	746317.10120	9883538.79960	1.00008
12036	746343.10120	9883538.79960	1.00009
12037	746369.10120	9883538.79960	1.00004
12038	746395.10120	9883538.79960	1.00006
12039	746421.10120	9883538.79960	1.00015
12040	746447.10120	9883538.79960	1.00025
12041	746473.10120	9883538.79960	1.00018
12042	746499.10120	9883538.79960	1.00013
12043	746525.10120	9883538.79960	1.00001
12044	746551.10120	9883538.79960	1.00002
12045	746577.10120	9883538.79960	1.00001
12046	746603.10120	9883538.79960	1.00000
12047	746629.10120	9883538.79960	1.00000
12048	746655.10120	9883538.79960	1.00000
12049	746681.10120	9883538.79960	1.00003
12050	746707.10120	9883538.79960	1.00005
12051	746733.10120	9883538.79960	1.00030
12052	746759.10120	9883538.79960	1.00002
12053	746785.10120	9883538.79960	1.00001
12054	746811.10120	9883538.79960	1.00003
12055	746837.10120	9883538.79960	1.00023
12056	746863.10120	9883538.79960	1.00010
12057	746889.10120	9883538.79960	1.00005
12058	746915.10120	9883538.79960	1.00010
12059	746941.10120	9883538.79960	1.00005
12060	746967.10120	9883538.79960	1.00005
12061	746993.10120	9883538.79960	1.00009
12062	747019.10120	9883538.79960	1.00012
12063	742937.10120	9883512.79960	1.00001
12064	742963.10120	9883512.79960	1.00002
12065	742989.10120	9883512.79960	1.00002
12066	743015.10120	9883512.79960	1.00001
12067	743041.10120	9883512.79960	1.00001
12068	743067.10120	9883512.79960	1.00001
12069	743093.10120	9883512.79960	1.00001
12070	743119.10120	9883512.79960	1.00002
12071	743145.10120	9883512.79960	1.00009
12072	743171.10120	9883512.79960	1.00009
12073	743197.10120	9883512.79960	1.00006
12074	743223.10120	9883512.79960	1.00011
12075	743249.10120	9883512.79960	1.00002
12076	743275.10120	9883512.79960	1.00002
12077	743301.10120	9883512.79960	1.00001
12078	743327.10120	9883512.79960	1.00001
12079	743353.10120	9883512.79960	1.00000
12080	743379.10120	9883512.79960	1.00003
12081	743405.10120	9883512.79960	1.00001
12082	743431.10120	9883512.79960	1.00005
12083	743457.10120	9883512.79960	1.00005
12084	743483.10120	9883512.79960	1.00005
12085	743509.10120	9883512.79960	1.00004
12086	743535.10120	9883512.79960	1.00006
12087	743561.10120	9883512.79960	1.00006
12088	743587.10120	9883512.79960	1.00002
12089	743613.10120	9883512.79960	1.00001
12090	743639.10120	9883512.79960	1.00001
12091	743665.10120	9883512.79960	1.00001
12092	743691.10120	9883512.79960	1.00002
12093	743717.10120	9883512.79960	1.00001
12094	743743.10120	9883512.79960	1.00001
12095	743769.10120	9883512.79960	1.00002
12096	743795.10120	9883512.79960	1.00001
12097	743821.10120	9883512.79960	1.00001
12098	743847.10120	9883512.79960	1.00001
12099	743873.10120	9883512.79960	1.00002
12100	743899.10120	9883512.79960	1.00003
12101	743925.10120	9883512.79960	1.00006
12102	743951.10120	9883512.79960	1.00005
12103	743977.10120	9883512.79960	1.00007
12104	744003.10120	9883512.79960	1.00003
12105	744029.10120	9883512.79960	1.00004
12106	744055.10120	9883512.79960	1.00006
12107	744081.10120	9883512.79960	1.00003
12108	744107.10120	9883512.79960	1.00005
12109	744133.10120	9883512.79960	1.00003
12110	744159.10120	9883512.79960	1.00002
12111	744185.10120	9883512.79960	1.00004
12112	744211.10120	9883512.79960	1.00002
12113	744237.10120	9883512.79960	1.00000
12114	744263.10120	9883512.79960	1.00000
12115	744289.10120	9883512.79960	1.00000
12116	744315.10120	9883512.79960	1.00000
12117	744341.10120	9883512.79960	1.00001
12118	744367.10120	9883512.79960	1.00001
12119	744393.10120	9883512.79960	1.00001
12120	744419.10120	9883512.79960	1.00001
12121	744445.10120	9883512.79960	1.00001
12122	744471.10120	9883512.79960	1.00001
12123	744497.10120	9883512.79960	1.00001
12124	744523.10120	9883512.79960	1.00001
12125	744549.10120	9883512.79960	1.00000
12126	744575.10120	9883512.79960	1.00006
12127	744601.10120	9883512.79960	1.00009
12128	744627.10120	9883512.79960	1.00004
12129	744653.10120	9883512.79960	1.00002
12130	744679.10120	9883512.79960	1.00003
12131	744705.10120	9883512.79960	1.00008
12132	744731.10120	9883512.79960	1.00003
12133	744757.10120	9883512.79960	1.00001
12134	744783.10120	9883512.79960	1.00001
12135	744809.10120	9883512.79960	1.00003
12136	744835.10120	9883512.79960	1.00002
12137	744861.10120	9883512.79960	1.00001
12138	744887.10120	9883512.79960	1.00003
12139	744913.10120	9883512.79960	1.00010
12140	744939.10120	9883512.79960	1.00010
12141	744965.10120	9883512.79960	1.00009
12142	744991.10120	9883512.79960	1.00007
12143	745017.10120	9883512.79960	1.00025
12144	745043.10120	9883512.79960	1.00009
12145	745069.10120	9883512.79960	1.00009
12146	745095.10120	9883512.79960	1.00005
12147	745121.10120	9883512.79960	1.00006
12148	745147.10120	9883512.79960	1.00006
12149	745173.10120	9883512.79960	1.00006
12150	745199.10120	9883512.79960	1.00005
12151	745225.10120	9883512.79960	1.00002
12152	745251.10120	9883512.79960	1.00012
12153	745277.10120	9883512.79960	1.00022
12154	745303.10120	9883512.79960	1.00033
12155	745329.10120	9883512.79960	1.00004
12156	745355.10120	9883512.79960	1.00010
12157	745381.10120	9883512.79960	1.00069
12158	745407.10120	9883512.79960	1.00048
12159	745433.10120	9883512.79960	1.00087
12160	745459.10120	9883512.79960	1.00171
12161	745485.10120	9883512.79960	1.00307
12162	745511.10120	9883512.79960	1.00140
12163	745537.10120	9883512.79960	1.00117
12164	745563.10120	9883512.79960	1.00142
12165	745589.10120	9883512.79960	1.00168
12166	745615.10120	9883512.79960	1.00199
12167	745641.10120	9883512.79960	1.00449
12168	745667.10120	9883512.79960	1.00084
12169	745693.10120	9883512.79960	1.00225
12170	745719.10120	9883512.79960	1.00101
12171	745745.10120	9883512.79960	1.00097
12172	745771.10120	9883512.79960	1.00086
12173	745797.10120	9883512.79960	1.00061
12174	745823.10120	9883512.79960	1.00104
12175	745849.10120	9883512.79960	1.00026
12176	745875.10120	9883512.79960	1.00006
12177	745901.10120	9883512.79960	1.00003
12178	745927.10120	9883512.79960	1.00003
12179	745953.10120	9883512.79960	1.00008
12180	745979.10120	9883512.79960	1.00003
12181	746005.10120	9883512.79960	1.00006
12182	746031.10120	9883512.79960	1.00032
12183	746057.10120	9883512.79960	1.00029
12184	746083.10120	9883512.79960	1.00008
12185	746109.10120	9883512.79960	1.00012
12186	746135.10120	9883512.79960	1.00022
12187	746161.10120	9883512.79960	1.00017
12188	746187.10120	9883512.79960	1.00019
12189	746213.10120	9883512.79960	1.00010
12190	746239.10120	9883512.79960	1.00004
12191	746265.10120	9883512.79960	1.00008
12192	746291.10120	9883512.79960	1.00020
12193	746317.10120	9883512.79960	1.00026
12194	746343.10120	9883512.79960	1.00011
12195	746369.10120	9883512.79960	1.00004
12196	746395.10120	9883512.79960	1.00065
12197	746421.10120	9883512.79960	1.00061
12198	746447.10120	9883512.79960	1.00010
12199	746473.10120	9883512.79960	1.00007
12200	746499.10120	9883512.79960	1.00007
12201	746525.10120	9883512.79960	1.00005
12202	746551.10120	9883512.79960	1.00004
12203	746577.10120	9883512.79960	1.00005
12204	746603.10120	9883512.79960	1.00004
12205	746629.10120	9883512.79960	1.00002
12206	746655.10120	9883512.79960	1.00002
12207	746681.10120	9883512.79960	1.00003
12208	746707.10120	9883512.79960	1.00017
12209	746733.10120	9883512.79960	1.00046
12210	746759.10120	9883512.79960	1.00013
12211	746785.10120	9883512.79960	1.00002
12212	746811.10120	9883512.79960	1.00001
12213	746837.10120	9883512.79960	1.00036
12214	746863.10120	9883512.79960	1.00018
12215	746889.10120	9883512.79960	1.00013
12216	746915.10120	9883512.79960	1.00028
12217	746941.10120	9883512.79960	1.00014
12218	746967.10120	9883512.79960	1.00007
12219	746993.10120	9883512.79960	1.00008
12220	747019.10120	9883512.79960	1.00019
12221	742963.10120	9883486.79960	1.00002
12222	742989.10120	9883486.79960	1.00002
12223	743015.10120	9883486.79960	1.00001
12224	743041.10120	9883486.79960	1.00002
12225	743067.10120	9883486.79960	1.00001
12226	743093.10120	9883486.79960	1.00001
12227	743119.10120	9883486.79960	1.00004
12228	743145.10120	9883486.79960	1.00012
12229	743171.10120	9883486.79960	1.00009
12230	743197.10120	9883486.79960	1.00008
12231	743223.10120	9883486.79960	1.00013
12232	743249.10120	9883486.79960	1.00002
12233	743275.10120	9883486.79960	1.00002
12234	743301.10120	9883486.79960	1.00001
12235	743327.10120	9883486.79960	1.00001
12236	743353.10120	9883486.79960	1.00000
12237	743379.10120	9883486.79960	1.00002
12238	743405.10120	9883486.79960	1.00001
12239	743431.10120	9883486.79960	1.00002
12240	743457.10120	9883486.79960	1.00005
12241	743483.10120	9883486.79960	1.00008
12242	743509.10120	9883486.79960	1.00007
12243	743535.10120	9883486.79960	1.00004
12244	743561.10120	9883486.79960	1.00005
12245	743587.10120	9883486.79960	1.00003
12246	743613.10120	9883486.79960	1.00002
12247	743639.10120	9883486.79960	1.00001
12248	743665.10120	9883486.79960	1.00002
12249	743691.10120	9883486.79960	1.00002
12250	743717.10120	9883486.79960	1.00001
12251	743743.10120	9883486.79960	1.00001
12252	743769.10120	9883486.79960	1.00005
12253	743795.10120	9883486.79960	1.00001
12254	743821.10120	9883486.79960	1.00000
12255	743847.10120	9883486.79960	1.00000
12256	743873.10120	9883486.79960	1.00002
12257	743899.10120	9883486.79960	1.00003
12258	743925.10120	9883486.79960	1.00004
12259	743951.10120	9883486.79960	1.00003
12260	743977.10120	9883486.79960	1.00012
12261	744003.10120	9883486.79960	1.00003
12262	744029.10120	9883486.79960	1.00004
12263	744055.10120	9883486.79960	1.00008
12264	744081.10120	9883486.79960	1.00004
12265	744107.10120	9883486.79960	1.00005
12266	744133.10120	9883486.79960	1.00003
12267	744159.10120	9883486.79960	1.00002
12268	744185.10120	9883486.79960	1.00003
12269	744211.10120	9883486.79960	1.00002
12270	744237.10120	9883486.79960	1.00000
12271	744263.10120	9883486.79960	1.00000
12272	744289.10120	9883486.79960	1.00000
12273	744315.10120	9883486.79960	1.00000
12274	744341.10120	9883486.79960	1.00000
12275	744367.10120	9883486.79960	1.00001
12276	744393.10120	9883486.79960	1.00000
12277	744419.10120	9883486.79960	1.00001
12278	744445.10120	9883486.79960	1.00001
12279	744471.10120	9883486.79960	1.00001
12280	744497.10120	9883486.79960	1.00001
12281	744523.10120	9883486.79960	1.00001
12282	744549.10120	9883486.79960	1.00000
12283	744575.10120	9883486.79960	1.00003
12284	744601.10120	9883486.79960	1.00006
12285	744627.10120	9883486.79960	1.00003
12286	744653.10120	9883486.79960	1.00002
12287	744679.10120	9883486.79960	1.00004
12288	744705.10120	9883486.79960	1.00012
12289	744731.10120	9883486.79960	1.00004
12290	744757.10120	9883486.79960	1.00001
12291	744783.10120	9883486.79960	1.00000
12292	744809.10120	9883486.79960	1.00001
12293	744835.10120	9883486.79960	1.00001
12294	744861.10120	9883486.79960	1.00002
12295	744887.10120	9883486.79960	1.00003
12296	744913.10120	9883486.79960	1.00010
12297	744939.10120	9883486.79960	1.00021
12298	744965.10120	9883486.79960	1.00011
12299	744991.10120	9883486.79960	1.00010
12300	745017.10120	9883486.79960	1.00035
12301	745043.10120	9883486.79960	1.00010
12302	745069.10120	9883486.79960	1.00009
12303	745095.10120	9883486.79960	1.00010
12304	745121.10120	9883486.79960	1.00003
12305	745147.10120	9883486.79960	1.00004
12306	745173.10120	9883486.79960	1.00011
12307	745199.10120	9883486.79960	1.00007
12308	745225.10120	9883486.79960	1.00002
12309	745251.10120	9883486.79960	1.00014
12310	745277.10120	9883486.79960	1.00012
12311	745303.10120	9883486.79960	1.00033
12312	745329.10120	9883486.79960	1.00006
12313	745355.10120	9883486.79960	1.00018
12314	745381.10120	9883486.79960	1.00118
12315	745407.10120	9883486.79960	1.00057
12316	745433.10120	9883486.79960	1.00118
12317	745459.10120	9883486.79960	1.00300
12318	745485.10120	9883486.79960	1.00579
12319	745511.10120	9883486.79960	1.00166
12320	745537.10120	9883486.79960	1.00183
12321	745563.10120	9883486.79960	1.00216
12322	745589.10120	9883486.79960	1.00142
12323	745615.10120	9883486.79960	1.00103
12324	745641.10120	9883486.79960	1.00735
12325	745667.10120	9883486.79960	1.00296
12326	745693.10120	9883486.79960	1.00618
12327	745719.10120	9883486.79960	1.00157
12328	745745.10120	9883486.79960	1.00037
12329	745771.10120	9883486.79960	1.00066
12330	745797.10120	9883486.79960	1.00148
12331	745823.10120	9883486.79960	1.00310
12332	745849.10120	9883486.79960	1.00026
12333	745875.10120	9883486.79960	1.00004
12334	745901.10120	9883486.79960	1.00003
12335	745927.10120	9883486.79960	1.00007
12336	745953.10120	9883486.79960	1.00006
12337	745979.10120	9883486.79960	1.00004
12338	746005.10120	9883486.79960	1.00014
12339	746031.10120	9883486.79960	1.00074
12340	746057.10120	9883486.79960	1.00049
12341	746083.10120	9883486.79960	1.00009
12342	746109.10120	9883486.79960	1.00019
12343	746135.10120	9883486.79960	1.00031
12344	746161.10120	9883486.79960	1.00029
12345	746187.10120	9883486.79960	1.00010
12346	746213.10120	9883486.79960	1.00007
12347	746239.10120	9883486.79960	1.00008
12348	746265.10120	9883486.79960	1.00014
12349	746291.10120	9883486.79960	1.00041
12350	746317.10120	9883486.79960	1.00070
12351	746343.10120	9883486.79960	1.00043
12352	746369.10120	9883486.79960	1.00036
12353	746395.10120	9883486.79960	1.00116
12354	746421.10120	9883486.79960	1.00093
12355	746447.10120	9883486.79960	1.00005
12356	746473.10120	9883486.79960	1.00010
12357	746499.10120	9883486.79960	1.00010
12358	746525.10120	9883486.79960	1.00009
12359	746551.10120	9883486.79960	1.00004
12360	746577.10120	9883486.79960	1.00004
